,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR
469,2,37.5,14.8,75.9,2,20.0,1015.0,93.0,3.0,4.0,12,8,7,2019
470,2,39.8,27.3,81.1,2,22.0,1016.0,68.0,6.0,6.0,14,27,5,2019
472,0,43.3,0.0,87.9,0,17.0,1019.0,52.0,1.0,1.0,5,26,9,2018
473,0,43.8,0.0,87.2,0,12.0,1010.0,93.0,1.0,4.0,5,7,11,2018
476,1,44.6,3.2,71.6,0,12.0,1021.0,100.0,1.0,6.0,3,27,9,2019
477,3,42.4,100.9,77.7,2,22.0,1013.0,73.0,4.0,3.0,16,20,9,2019
478,1,40.9,15.1,87.8,2,29.0,1017.0,27.0,3.0,1.0,14,18,8,2018
479,2,34.3,23.2,81.7,2,17.0,1010.0,72.0,5.0,1.0,11,17,11,2018
482,2,34.4,34.0,80.0,2,16.0,1020.0,67.0,3.0,3.0,12,7,6,2019
484,2,41.1,39.4,77.1,2,15.0,1030.0,87.0,2.0,1.0,15,9,12,2018
485,3,48.8,24.8,70.2,0,18.0,1018.0,93.0,5.0,6.0,20,28,8,2019
486,1,34.0,14.5,101.9,0,10.0,1029.0,81.0,1.0,1.0,23,23,2,2019
487,2,40.3,21.8,78.4,2,21.0,1021.0,77.0,8.0,3.0,13,23,9,2019
488,2,37.6,32.2,87.0,2,13.0,1025.0,82.0,2.0,4.0,16,7,2,2019
489,0,48.5,0.0,75.2,0,14.0,1021.0,100.0,0.0,1.0,0,11,8,2018
490,0,42.1,0.0,75.6,0,12.0,1017.0,76.0,8.0,4.0,6,23,1,2019
491,0,37.5,5.9,88.8,2,31.0,1016.0,52.0,2.0,1.0,12,5,8,2018
493,1,33.3,14.9,76.3,2,14.0,1001.0,82.0,2.0,4.0,14,20,11,2018
495,4,47.9,72.9,68.7,2,13.0,1030.0,93.0,0.0,3.0,8,6,12,2018
496,2,40.9,30.3,87.3,2,20.0,1019.0,82.0,2.0,5.0,13,23,8,2018
497,3,40.0,41.5,88.8,2,24.0,1019.0,64.0,1.0,1.0,11,15,9,2018
498,0,41.9,0.0,74.0,0,15.0,1013.0,93.0,3.0,4.0,0,15,4,2019
500,3,42.4,16.7,88.3,2,11.0,1019.0,100.0,1.0,1.0,7,30,8,2018
502,4,37.6,113.3,77.9,2,10.0,1014.0,71.0,5.0,2.0,9,3,4,2019
503,0,47.6,1.9,80.3,0,9.0,1015.0,81.0,3.0,5.0,1,8,11,2018
504,2,40.0,48.0,88.8,2,24.0,1018.0,47.0,4.0,1.0,12,17,8,2018
505,2,32.9,25.2,95.3,2,20.0,1021.0,73.0,7.0,6.0,12,23,9,2019
506,4,45.5,84.7,85.3,2,4.0,1021.0,87.0,2.0,1.0,10,19,2,2019
509,3,39.6,74.3,89.1,2,18.0,1015.0,82.0,4.0,1.0,17,5,10,2018
510,0,37.6,21.2,87.7,0,6.0,1028.0,66.0,4.0,1.0,4,13,2,2019
513,1,33.8,27.2,93.6,2,31.0,1016.0,55.0,2.0,1.0,15,3,8,2018
514,4,43.0,97.5,87.5,2,22.0,1016.0,88.0,4.0,6.0,18,23,7,2019
515,0,37.3,10.2,92.9,2,7.0,1023.0,58.0,5.0,1.0,9,16,2,2019
516,1,40.9,13.5,86.3,0,13.0,1024.0,87.0,0.0,4.0,20,11,12,2018
517,3,42.7,48.1,83.8,0,11.0,1017.0,81.0,1.0,5.0,18,7,11,2018
522,3,40.7,60.2,84.5,2,22.0,1019.0,68.0,2.0,4.0,17,29,9,2019
523,1,32.6,15.5,102.8,2,15.0,1029.0,51.0,4.0,1.0,12,13,2,2019
524,0,38.2,1.2,88.9,0,18.0,1021.0,93.0,2.0,4.0,2,21,9,2018
525,0,48.9,0.0,83.3,0,16.0,1015.0,93.0,2.0,1.0,4,15,8,2018
530,0,42.6,0.0,82.4,0,16.0,1016.0,100.0,2.0,4.0,5,5,7,2019
532,0,46.8,7.8,86.6,0,15.0,1020.0,100.0,4.0,6.0,4,11,8,2019
533,3,40.4,36.9,89.3,0,19.0,1014.0,82.0,1.0,1.0,19,19,10,2018
536,2,36.1,31.1,76.9,2,20.0,1016.0,60.0,5.0,1.0,15,14,11,2018
537,1,45.7,1.7,76.3,0,17.0,1014.0,100.0,2.0,4.0,4,17,7,2019
543,1,35.9,18.9,92.2,2,24.0,1016.0,78.0,3.0,6.0,13,14,7,2019
546,0,37.3,2.4,90.8,0,19.0,1012.0,88.0,1.0,5.0,20,3,9,2018
548,4,42.3,75.7,82.7,2,3.0,1012.0,100.0,0.0,5.0,8,29,10,2018
549,2,40.2,6.5,63.0,1,13.0,1018.0,76.0,3.0,6.0,6,6,5,2019
551,2,41.9,23.0,77.2,2,20.0,1019.0,93.0,2.0,4.0,13,9,9,2019
554,0,41.6,0.0,76.0,0,12.0,1010.0,76.0,2.0,2.0,23,16,4,2019
556,0,37.8,0.6,78.9,0,16.0,1007.0,77.0,1.0,2.0,21,21,4,2019
558,2,37.4,36.3,85.5,2,21.0,1022.0,77.0,1.0,5.0,10,21,9,2018
560,0,41.8,0.0,74.3,0,15.0,1010.0,87.0,4.0,4.0,3,15,4,2019
561,1,43.3,1.2,85.2,0,15.0,1022.0,39.0,6.0,1.0,6,23,10,2018
562,3,42.0,86.7,85.4,2,20.0,1020.0,82.0,5.0,6.0,17,23,9,2019
564,0,41.6,0.0,85.5,0,8.0,1017.0,93.0,0.0,5.0,2,30,1,2019
567,4,43.8,72.8,86.3,2,20.0,1021.0,60.0,4.0,1.0,17,10,8,2018
569,0,42.4,0.0,81.2,0,17.0,1021.0,72.0,0.0,1.0,22,10,9,2018
570,3,40.3,24.4,79.7,2,12.0,1017.0,100.0,4.0,4.0,14,29,1,2019
571,3,33.3,40.3,89.5,2,23.0,1018.0,77.0,3.0,6.0,14,5,7,2019
572,2,38.7,26.3,97.1,2,15.0,1027.0,45.0,5.0,1.0,11,22,2,2019
574,1,43.0,22.3,87.3,0,15.0,1014.0,93.0,9.0,4.0,21,9,11,2018
575,2,35.0,24.0,75.2,2,12.0,1021.0,71.0,4.0,1.0,12,25,1,2019
576,2,32.8,27.8,99.4,2,17.0,1024.0,55.0,1.0,1.0,16,15,2,2019
579,1,36.1,10.0,78.3,1,19.0,1016.0,93.0,2.0,6.0,20,14,7,2019
581,2,40.7,89.9,85.2,0,13.0,1021.0,93.0,2.0,4.0,18,3,11,2018
584,2,33.3,18.1,81.6,2,21.0,1015.0,88.0,4.0,4.0,13,8,7,2019
585,0,37.3,3.0,93.5,0,8.0,1021.0,81.0,1.0,1.0,2,17,2,2019
586,1,39.6,20.7,89.1,2,22.0,1023.0,78.0,1.0,1.0,10,10,9,2018
587,4,44.5,103.3,85.0,2,20.0,1019.0,68.0,6.0,5.0,17,28,9,2018
588,0,44.9,1.8,87.8,1,6.0,1010.0,81.0,6.0,1.0,7,28,10,2018
592,0,42.4,0.0,83.4,0,16.0,1018.0,93.0,2.0,4.0,4,30,9,2019
593,2,37.1,30.1,90.1,2,20.0,1019.0,56.0,3.0,1.0,11,20,10,2018
594,1,35.1,6.4,72.5,0,12.0,1019.0,87.0,0.0,2.0,20,12,4,2019
598,1,48.8,1.3,63.8,0,10.0,1014.0,82.0,4.0,3.0,4,6,6,2019
600,1,44.1,4.2,79.1,0,12.0,1017.0,76.0,3.0,4.0,21,8,11,2018
602,1,43.1,14.4,83.8,2,20.0,1023.0,73.0,4.0,1.0,13,22,9,2018
603,0,52.2,0.0,69.8,0,10.0,1017.0,81.0,4.0,3.0,6,20,1,2019
606,0,42.8,0.0,82.0,0,19.0,1012.0,64.0,2.0,1.0,3,8,9,2018
607,3,46.2,34.4,81.4,0,12.0,1009.0,81.0,4.0,3.0,17,5,11,2018
609,3,34.4,47.3,91.6,2,23.0,1018.0,61.0,3.0,1.0,16,24,8,2018
610,0,41.7,2.0,87.4,2,18.0,1016.0,77.0,1.0,5.0,8,28,7,2018
611,2,41.3,32.3,89.4,2,18.0,1023.0,63.0,3.0,1.0,15,21,2,2019
614,3,38.6,43.7,73.2,2,20.0,1015.0,82.0,3.0,3.0,15,24,6,2019
617,2,31.7,19.3,84.0,2,15.0,1020.0,72.0,3.0,4.0,11,6,5,2019
618,3,44.0,39.3,80.8,2,21.0,1021.0,77.0,3.0,6.0,15,26,9,2019
619,0,42.8,0.0,89.6,2,20.0,1019.0,64.0,2.0,3.0,9,29,7,2018
621,1,37.9,3.9,64.4,0,11.0,1015.0,82.0,2.0,4.0,3,21,5,2019
622,1,47.5,3.8,75.2,0,17.0,1021.0,93.0,2.0,6.0,21,24,9,2019
624,0,45.1,0.0,85.8,2,20.0,1012.0,68.0,4.0,1.0,7,2,9,2018
625,0,39.1,2.6,83.6,0,18.0,1016.0,82.0,2.0,3.0,20,8,8,2018
628,0,46.2,0.0,80.1,0,20.0,1015.0,94.0,0.0,1.0,2,5,8,2018
629,0,42.9,1.9,82.4,0,17.0,1021.0,93.0,1.0,4.0,21,20,9,2018
632,0,41.0,0.0,90.9,0,11.0,1025.0,62.0,5.0,1.0,3,26,2,2019
633,0,46.2,1.3,85.7,0,16.0,1015.0,88.0,1.0,1.0,3,1,9,2018
636,0,39.6,9.4,91.9,0,18.0,1017.0,88.0,4.0,1.0,20,13,8,2018
638,1,41.4,5.3,83.3,0,11.0,1017.0,93.0,3.0,4.0,22,17,2,2019
639,0,43.2,3.9,76.7,0,16.0,1011.0,82.0,4.0,3.0,0,21,9,2019
641,0,39.0,2.0,90.4,0,10.0,1027.0,87.0,2.0,5.0,21,10,2,2019
643,3,43.6,35.1,78.4,2,20.0,1022.0,77.0,2.0,4.0,14,25,9,2019
644,0,45.3,0.0,81.1,0,12.0,1015.0,66.0,7.0,1.0,4,27,10,2018
645,4,44.7,76.7,87.8,2,22.0,1022.0,48.0,4.0,1.0,10,24,9,2018
646,3,38.9,61.5,77.7,0,12.0,1003.0,87.0,1.0,4.0,20,20,11,2018
648,2,40.5,25.9,88.0,2,22.0,1016.0,77.0,2.0,4.0,14,6,8,2018
649,3,37.0,63.0,90.6,2,22.0,1020.0,68.0,3.0,1.0,16,20,9,2018
650,0,45.0,0.0,82.3,0,18.0,1014.0,88.0,1.0,1.0,1,7,9,2018
652,0,39.9,3.7,79.9,0,12.0,1013.0,81.0,7.0,3.0,1,20,1,2019
653,0,38.4,6.5,91.7,0,9.0,1019.0,81.0,2.0,1.0,5,25,10,2018
655,0,44.4,1.0,68.7,0,14.0,1001.0,100.0,3.0,6.0,0,20,11,2018
656,3,38.0,50.1,93.0,0,13.0,1026.0,82.0,1.0,6.0,19,2,3,2019
657,2,42.3,29.4,87.7,2,23.0,1018.0,78.0,2.0,3.0,12,30,9,2019
659,2,35.3,40.2,72.6,2,2.0,1022.0,86.0,4.0,4.0,10,18,1,2019
660,1,41.7,4.4,87.1,0,18.0,1016.0,100.0,0.0,4.0,2,15,7,2019
662,0,36.4,0.0,88.6,0,18.0,1016.0,93.0,2.0,1.0,21,26,7,2018
665,0,39.8,2.5,78.1,0,10.0,1020.0,93.0,4.0,4.0,21,28,11,2018
667,0,41.6,11.0,87.5,0,16.0,1016.0,100.0,1.0,6.0,3,5,7,2019
669,1,34.8,2.7,85.6,2,10.0,1018.0,100.0,0.0,1.0,8,6,10,2018
670,2,38.1,64.8,89.4,2,16.0,1014.0,67.0,5.0,5.0,15,14,10,2018
672,0,37.3,7.4,65.5,0,14.0,1016.0,100.0,0.0,4.0,2,22,6,2019
673,1,38.5,11.9,90.5,2,10.0,1011.0,61.0,5.0,5.0,10,28,10,2018
674,0,43.9,2.8,77.3,0,10.0,1012.0,61.0,6.0,5.0,20,28,10,2018
675,3,41.0,35.5,72.0,2,13.0,1020.0,82.0,4.0,5.0,10,26,11,2018
678,4,41.9,104.2,75.1,2,16.0,1012.0,77.0,3.0,6.0,17,18,4,2019
679,2,34.2,30.5,81.2,2,18.0,1019.0,87.0,2.0,6.0,12,30,4,2019
680,0,36.4,0.8,77.0,0,17.0,1013.0,56.0,3.0,6.0,0,21,4,2019
681,2,42.9,24.2,88.3,2,20.0,1014.0,77.0,2.0,5.0,18,5,9,2018
682,2,32.8,34.2,102.3,2,22.0,1022.0,40.0,3.0,1.0,16,26,2,2019
684,2,33.6,18.0,79.8,2,20.0,1019.0,82.0,6.0,6.0,11,30,6,2019
685,3,37.5,48.4,93.3,2,13.0,1021.0,76.0,2.0,4.0,17,4,3,2019
686,3,33.6,72.7,76.1,2,14.0,1018.0,67.0,6.0,6.0,11,17,5,2019
688,0,37.0,0.0,92.0,0,17.0,1013.0,100.0,2.0,4.0,4,8,7,2019
689,2,38.1,49.8,89.9,2,19.0,1019.0,82.0,3.0,5.0,14,23,8,2018
690,1,33.4,11.2,65.4,0,12.0,1017.0,81.0,2.0,6.0,22,18,5,2019
691,2,36.6,21.8,68.8,2,17.0,1021.0,63.0,2.0,1.0,13,4,12,2018
693,3,38.6,37.9,93.2,2,13.0,1029.0,66.0,3.0,1.0,17,11,2,2019
695,0,42.6,0.0,91.4,0,16.0,1015.0,100.0,1.0,5.0,2,8,8,2018
696,0,43.8,0.0,82.1,0,15.0,1017.0,93.0,0.0,1.0,0,28,7,2018
697,0,44.0,1.9,80.9,0,17.0,1012.0,100.0,0.0,5.0,1,4,9,2018
698,2,35.7,30.8,80.2,2,16.0,1015.0,93.0,7.0,4.0,18,7,5,2019
699,3,42.3,55.3,73.0,2,22.0,1014.0,82.0,5.0,4.0,16,15,5,2019
700,2,45.7,8.1,77.8,0,10.0,1005.0,100.0,0.0,3.0,21,30,10,2018
702,2,34.4,21.5,91.6,2,21.0,1014.0,53.0,5.0,5.0,10,7,9,2018
704,0,39.2,0.0,90.2,0,9.0,1027.0,93.0,1.0,1.0,22,10,2,2019
705,0,41.1,2.8,81.1,0,16.0,1022.0,93.0,7.0,3.0,23,27,9,2019
706,3,37.8,44.5,80.7,2,16.0,1030.0,87.0,3.0,5.0,15,6,12,2018
707,1,39.5,9.3,79.6,2,11.0,1021.0,76.0,4.0,5.0,11,20,1,2019
711,1,41.7,4.1,75.9,2,8.0,1032.0,93.0,1.0,5.0,9,9,12,2018
714,0,45.5,4.4,80.2,0,17.0,1016.0,82.0,3.0,1.0,22,16,8,2018
715,2,37.3,14.6,82.8,2,15.0,1009.0,93.0,2.0,6.0,18,21,9,2019
716,0,41.8,0.0,74.8,0,14.0,1011.0,76.0,1.0,2.0,0,1,4,2019
720,0,35.7,0.5,65.6,0,12.0,1017.0,76.0,3.0,3.0,23,17,5,2019
721,0,41.4,1.7,87.3,0,15.0,1020.0,51.0,0.0,1.0,23,3,10,2018
722,1,41.3,7.4,83.2,2,29.0,1017.0,32.0,5.0,1.0,13,18,8,2018
723,1,34.3,4.0,73.9,0,14.0,1019.0,100.0,5.0,4.0,20,13,4,2019
724,2,38.2,32.9,88.9,0,20.0,1016.0,68.0,2.0,1.0,19,20,10,2018
726,0,41.4,0.0,89.8,0,10.0,1027.0,100.0,2.0,4.0,7,2,3,2019
727,3,35.8,94.0,76.1,2,19.0,1022.0,68.0,5.0,6.0,16,15,6,2019
728,0,40.7,1.8,77.4,0,16.0,1025.0,82.0,1.0,1.0,21,23,10,2018
729,0,41.5,0.0,76.3,2,14.0,1014.0,76.0,2.0,2.0,7,21,4,2019
731,0,36.9,0.9,68.2,0,8.0,1032.0,100.0,0.0,4.0,3,9,12,2018
733,0,44.4,0.0,79.5,0,8.0,1013.0,75.0,2.0,1.0,23,28,10,2018
735,2,38.1,24.2,89.4,2,19.0,1016.0,77.0,3.0,1.0,16,29,9,2018
739,2,37.8,33.1,91.3,2,13.0,1028.0,67.0,2.0,1.0,16,5,2,2019
740,2,38.8,33.5,73.5,2,21.0,1017.0,73.0,2.0,4.0,14,26,6,2019
742,2,41.6,37.1,88.8,2,19.0,1019.0,42.0,4.0,1.0,14,7,10,2018
743,0,37.7,1.5,84.2,2,17.0,1029.0,48.0,2.0,1.0,10,24,2,2019
744,0,35.1,4.9,75.7,2,15.0,1024.0,87.0,5.0,3.0,14,1,12,2018
745,3,39.6,44.8,87.8,2,20.0,1012.0,68.0,6.0,3.0,16,11,10,2018
746,0,42.9,2.2,86.5,0,14.0,1020.0,59.0,2.0,1.0,1,2,10,2018
747,1,44.0,1.3,85.5,0,19.0,1016.0,50.0,7.0,1.0,4,18,8,2018
749,2,40.2,16.8,83.4,0,17.0,1021.0,93.0,2.0,6.0,22,10,8,2019
751,0,39.0,2.4,87.6,2,12.0,1009.0,67.0,5.0,3.0,10,25,4,2019
752,3,36.9,55.0,90.5,2,21.0,1021.0,56.0,5.0,1.0,15,10,8,2018
753,2,33.1,39.1,87.4,2,15.0,1030.0,82.0,3.0,5.0,15,28,2,2019
755,2,39.0,47.5,76.9,2,16.0,1016.0,63.0,3.0,1.0,11,16,11,2018
756,3,45.5,52.9,81.3,0,14.0,1023.0,72.0,4.0,1.0,18,13,11,2018
759,1,39.3,4.3,70.9,2,7.0,1024.0,87.0,4.0,4.0,8,1,12,2018
760,1,33.8,12.9,81.3,0,15.0,1015.0,100.0,1.0,6.0,5,7,7,2019
761,0,39.6,3.5,69.8,0,12.0,1015.0,100.0,1.0,6.0,0,9,5,2019
763,0,40.9,0.0,86.5,0,12.0,1022.0,76.0,3.0,5.0,23,27,11,2018
764,3,32.2,75.9,75.0,2,15.0,1012.0,82.0,4.0,6.0,10,18,4,2019
765,1,44.8,4.0,84.7,0,16.0,1021.0,93.0,1.0,6.0,21,25,9,2019
766,2,34.4,48.9,95.0,1,12.0,1020.0,76.0,1.0,4.0,18,4,3,2019
767,1,36.5,11.0,80.1,0,20.0,1013.0,77.0,1.0,2.0,20,20,4,2019
768,2,39.0,25.2,85.4,2,11.0,1029.0,62.0,3.0,1.0,16,3,2,2019
769,0,42.2,2.0,89.8,0,18.0,1017.0,31.0,4.0,1.0,3,19,8,2018
770,2,44.7,5.1,82.6,0,18.0,1013.0,88.0,2.0,1.0,22,3,9,2018
772,1,46.5,4.6,79.0,0,18.0,1020.0,82.0,1.0,1.0,23,11,9,2018
779,1,32.6,10.3,77.4,2,13.0,1024.0,93.0,6.0,4.0,10,2,12,2018
781,1,43.0,4.1,82.7,0,9.0,1026.0,66.0,4.0,1.0,6,22,2,2019
782,0,32.4,8.1,88.8,0,7.0,1031.0,100.0,1.0,6.0,3,28,2,2019
784,0,39.4,5.7,90.0,2,29.0,1017.0,55.0,1.0,1.0,9,4,8,2018
785,0,43.0,0.0,82.0,0,13.0,1017.0,100.0,3.0,4.0,4,9,9,2019
789,4,41.4,83.3,71.4,2,15.0,1017.0,67.0,7.0,6.0,18,17,5,2019
791,1,32.5,19.1,96.6,2,21.0,1018.0,93.0,3.0,4.0,12,5,7,2019
792,0,37.5,5.7,89.6,2,18.0,1016.0,93.0,1.0,4.0,9,7,7,2019
793,0,38.8,0.0,87.3,0,2.0,1031.0,88.0,0.0,1.0,0,4,2,2019
794,0,39.6,3.4,87.2,0,18.0,1014.0,100.0,2.0,4.0,1,8,7,2019
795,2,35.7,66.8,76.3,2,17.0,1022.0,72.0,5.0,6.0,18,15,6,2019
796,1,36.4,11.2,92.0,2,9.0,1023.0,58.0,5.0,1.0,10,16,2,2019
799,0,45.6,5.0,87.5,0,18.0,1013.0,83.0,0.0,1.0,1,2,8,2018
800,0,35.0,6.7,73.6,0,14.0,1019.0,82.0,4.0,6.0,0,7,5,2019
801,2,37.4,37.9,89.3,2,20.0,1004.0,72.0,8.0,1.0,14,10,10,2018
802,0,48.0,0.0,86.5,0,17.0,1020.0,88.0,0.0,1.0,0,22,10,2018
804,1,45.9,8.1,76.1,0,20.0,1014.0,73.0,0.0,1.0,23,20,8,2018
805,0,43.4,1.7,85.4,0,17.0,1018.0,100.0,1.0,4.0,3,17,8,2019
806,4,42.4,104.3,86.6,2,25.0,1016.0,48.0,5.0,1.0,17,17,8,2018
808,4,40.7,78.9,84.9,2,22.0,1015.0,77.0,2.0,4.0,16,8,7,2019
809,1,39.9,15.0,75.2,2,17.0,1015.0,72.0,5.0,3.0,13,4,6,2019
811,3,41.2,32.3,83.8,2,14.0,1013.0,76.0,5.0,3.0,14,23,11,2018
813,4,46.6,102.6,78.0,2,11.0,986.0,96.0,1.0,4.0,9,19,11,2018
816,3,40.8,58.9,82.2,2,19.0,1017.0,72.0,8.0,4.0,9,12,10,2018
818,3,41.3,34.0,93.6,0,11.0,1025.0,100.0,0.0,5.0,19,6,2,2019
819,0,43.5,5.2,86.5,0,20.0,1015.0,60.0,6.0,1.0,3,13,10,2018
820,4,48.2,88.9,64.3,2,14.0,1014.0,100.0,3.0,4.0,7,10,5,2019
821,1,38.3,5.1,85.6,2,15.0,1014.0,44.0,9.0,5.0,13,27,10,2018
822,4,37.6,127.4,77.5,2,16.0,1012.0,77.0,4.0,6.0,15,18,4,2019
823,0,50.6,1.4,63.6,0,15.0,1018.0,100.0,3.0,6.0,1,19,9,2019
824,1,42.1,4.8,83.9,0,19.0,1012.0,68.0,1.0,1.0,2,8,9,2018
830,3,39.7,35.7,78.4,2,25.0,1014.0,65.0,2.0,3.0,16,26,8,2019
831,3,41.3,29.0,91.2,0,10.0,1029.0,87.0,0.0,1.0,19,4,2,2019
836,0,43.9,0.7,68.6,0,10.0,1016.0,93.0,1.0,2.0,4,2,4,2019
838,0,42.5,0.0,87.1,0,16.0,1015.0,93.0,0.0,4.0,3,27,7,2018
839,0,46.8,0.0,72.3,0,12.0,1008.0,71.0,3.0,2.0,2,17,4,2019
840,0,41.8,0.0,77.3,2,14.0,1010.0,76.0,4.0,1.0,8,17,11,2018
843,2,32.1,14.4,96.1,2,15.0,1031.0,76.0,2.0,1.0,14,28,2,2019
846,0,42.1,0.0,75.0,0,13.0,1017.0,71.0,10.0,4.0,4,29,11,2018
849,3,39.0,57.7,81.4,2,16.0,1013.0,52.0,3.0,2.0,10,1,4,2019
852,1,41.4,11.6,89.1,1,18.0,1013.0,94.0,4.0,4.0,6,18,8,2019
853,4,46.7,94.6,66.3,2,15.0,1015.0,77.0,5.0,3.0,9,15,11,2018
854,2,38.7,15.9,77.9,2,24.0,1015.0,82.0,2.0,3.0,13,24,7,2019
856,1,34.8,4.5,82.0,0,14.0,1020.0,100.0,4.0,4.0,21,13,4,2019
857,2,40.0,36.7,90.1,2,23.0,1021.0,57.0,6.0,5.0,15,10,9,2018
861,2,37.6,54.5,84.4,2,21.0,1015.0,53.0,4.0,1.0,16,26,8,2018
862,1,40.4,8.1,84.6,0,19.0,1016.0,64.0,3.0,1.0,23,17,8,2018
864,2,43.6,39.2,86.8,0,18.0,1016.0,60.0,4.0,1.0,23,19,10,2018
865,1,36.5,10.9,103.6,0,9.0,1029.0,76.0,3.0,1.0,7,23,2,2019
866,2,37.3,40.5,89.2,2,16.0,1025.0,93.0,4.0,4.0,12,2,11,2018
867,0,35.9,1.3,72.3,0,12.0,1005.0,87.0,1.0,4.0,2,21,11,2018
871,0,43.6,0.0,82.7,0,11.0,1011.0,87.0,1.0,5.0,23,5,11,2018
874,0,41.7,2.0,87.8,0,18.0,1013.0,83.0,0.0,1.0,3,2,8,2018
875,1,41.3,10.1,77.3,0,17.0,1018.0,88.0,1.0,1.0,20,13,9,2018
876,2,52.0,8.6,64.9,0,13.0,1017.0,93.0,8.0,4.0,7,24,1,2019
877,3,42.7,37.4,83.8,0,11.0,1017.0,87.0,3.0,5.0,19,7,11,2018
878,4,46.1,51.5,78.8,0,15.0,1007.0,82.0,13.0,4.0,18,6,11,2018
880,0,36.8,7.5,92.7,0,17.0,1012.0,100.0,6.0,4.0,3,3,7,2019
881,4,51.2,71.4,66.9,1,3.0,1024.0,93.0,1.0,1.0,8,21,1,2019
883,0,42.8,0.0,86.2,0,17.0,1011.0,93.0,2.0,5.0,2,28,8,2018
885,2,45.6,6.9,71.9,0,11.0,1020.0,100.0,0.0,6.0,5,15,6,2019
886,1,33.6,9.4,82.8,0,18.0,1016.0,93.0,2.0,6.0,0,15,7,2019
887,3,39.0,76.0,73.0,2,18.0,1020.0,77.0,8.0,6.0,18,23,5,2019
890,1,36.5,8.5,87.7,0,10.0,1023.0,58.0,3.0,1.0,23,14,2,2019
893,2,40.0,31.6,83.8,2,26.0,1022.0,61.0,3.0,1.0,14,10,9,2018
895,2,37.6,11.3,84.4,2,18.0,1017.0,82.0,2.0,5.0,12,16,10,2018
896,1,35.0,6.9,80.9,2,24.0,1017.0,88.0,3.0,6.0,12,9,7,2019
897,0,36.9,0.0,90.5,0,16.0,1016.0,93.0,3.0,5.0,1,8,8,2018
898,3,44.4,42.2,86.6,2,23.0,1018.0,83.0,1.0,4.0,12,27,8,2019
899,3,36.6,52.9,74.0,2,15.0,1016.0,67.0,5.0,3.0,16,18,5,2019
901,2,34.6,28.6,74.4,2,14.0,1018.0,87.0,6.0,5.0,11,24,1,2019
903,1,38.4,6.6,89.5,2,22.0,1011.0,64.0,4.0,5.0,19,27,8,2018
904,0,46.5,0.0,85.8,0,11.0,1002.0,93.0,2.0,4.0,1,5,11,2018
906,1,42.8,12.8,81.6,0,17.0,1014.0,93.0,1.0,5.0,20,5,9,2018
907,2,41.1,22.7,88.1,2,19.0,1022.0,88.0,1.0,3.0,10,10,8,2019
908,4,48.0,41.5,67.2,2,7.0,1014.0,81.0,2.0,2.0,7,3,4,2019
909,3,42.1,31.2,90.3,1,12.0,1007.0,71.0,3.0,3.0,17,29,10,2018
910,3,36.8,45.1,91.5,2,20.0,1017.0,68.0,5.0,5.0,12,7,8,2018
911,2,38.0,16.1,70.0,2,12.0,1025.0,66.0,2.0,1.0,13,21,1,2019
913,0,41.4,0.0,89.1,0,14.0,1024.0,71.0,2.0,1.0,0,27,2,2019
914,3,41.5,39.9,73.2,2,24.0,1018.0,64.0,5.0,6.0,16,1,7,2019
916,2,36.9,37.5,90.7,2,22.0,1016.0,68.0,5.0,5.0,15,26,7,2018
917,3,45.5,38.0,80.6,0,19.0,1016.0,88.0,2.0,6.0,22,8,7,2019
919,4,41.1,66.0,72.3,2,21.0,1018.0,68.0,2.0,6.0,17,27,6,2019
921,1,43.8,12.6,80.9,2,27.0,1013.0,45.0,4.0,1.0,14,2,9,2018
922,3,33.4,148.9,82.1,2,14.0,1032.0,76.0,3.0,3.0,16,8,12,2018
925,0,39.2,1.1,68.1,0,15.0,1014.0,77.0,3.0,6.0,21,4,6,2019
926,0,37.0,0.0,95.4,0,10.0,1026.0,100.0,0.0,6.0,22,2,3,2019
927,0,40.1,0.0,84.7,0,17.0,1016.0,93.0,4.0,3.0,0,8,8,2018
929,1,46.2,13.8,80.5,0,15.0,1017.0,100.0,1.0,6.0,3,19,9,2019
930,0,42.1,0.0,74.9,0,10.0,1025.0,81.0,2.0,3.0,22,27,1,2019
931,0,41.6,0.0,75.8,0,12.0,1014.0,93.0,1.0,2.0,1,19,4,2019
932,1,41.6,7.7,88.8,2,26.0,1016.0,29.0,4.0,1.0,8,20,8,2018
933,0,39.3,0.0,70.4,0,11.0,1019.0,87.0,6.0,5.0,23,28,11,2018
934,4,39.6,91.7,68.1,2,19.0,1015.0,88.0,1.0,6.0,10,15,5,2019
935,1,41.3,7.5,81.9,0,15.0,1023.0,100.0,0.0,1.0,23,22,9,2018
936,2,42.3,19.8,82.7,2,18.0,1024.0,42.0,8.0,1.0,10,23,10,2018
937,0,38.8,0.0,82.4,0,15.0,1021.0,100.0,0.0,5.0,3,22,9,2018
938,0,40.8,7.7,84.9,2,23.0,1017.0,43.0,6.0,1.0,9,18,8,2018
