,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,HOUR,DAY,MONTH,YEAR,IS_STORMY
3540,3,41.0,37.3,78.5,2,13.0,1017.0,93.0,7.0,17,23,1,2019,0.0
3541,0,52.0,0.0,70.3,0,13.0,1019.0,93.0,6.0,2,24,1,2019,0.0
3556,2,42.9,6.0,72.0,1,11.0,994.0,87.0,6.0,6,24,4,2019,0.0
3573,0,39.9,0.0,87.0,2,14.0,1010.0,100.0,2.0,10,11,11,2018,0.0
3587,3,42.4,77.0,74.5,2,8.0,1019.0,93.0,3.0,16,18,1,2019,0.0
3607,2,40.0,30.7,86.2,2,14.0,1016.0,100.0,10.0,16,9,11,2018,0.0
3625,3,40.8,102.4,73.3,2,12.0,997.0,82.0,6.0,9,24,4,2019,0.0
3632,1,43.8,6.3,68.0,0,11.0,1020.0,87.0,4.0,22,25,4,2019,0.0
3638,0,39.1,0.0,91.8,2,13.0,1021.0,100.0,4.0,11,10,2,2019,0.0
3646,1,44.6,3.8,82.7,0,12.0,1011.0,100.0,1.0,6,14,10,2018,0.0
3647,1,37.8,6.6,82.8,2,14.0,1009.0,100.0,5.0,12,11,11,2018,0.0
3654,4,45.5,118.5,71.7,2,15.0,1014.0,100.0,3.0,8,10,5,2019,0.0
3672,1,44.2,7.9,82.0,0,15.0,1012.0,100.0,9.0,1,10,11,2018,0.0
3702,2,39.3,25.3,87.8,2,14.0,1001.0,93.0,7.0,14,31,1,2019,0.0
3706,1,40.7,9.8,81.4,2,11.0,1011.0,93.0,5.0,13,8,11,2018,0.0
3708,2,32.2,26.3,70.2,2,14.0,1001.0,87.0,3.0,15,20,11,2018,0.0
3709,4,44.0,119.5,85.5,2,15.0,1005.0,100.0,2.0,9,15,10,2018,0.0
3711,0,36.8,11.6,75.5,0,13.0,1011.0,87.0,4.0,5,18,6,2019,0.0
3717,0,41.4,0.0,88.6,0,11.0,1020.0,93.0,2.0,4,4,3,2019,0.0
3730,4,45.8,154.5,65.5,2,8.0,997.0,93.0,3.0,8,23,4,2019,0.0
3743,2,35.1,36.4,81.7,2,12.0,1007.0,87.0,6.0,11,17,4,2019,0.0
3748,1,37.3,18.7,75.5,2,16.0,1013.0,100.0,2.0,6,24,6,2019,0.0
3749,1,44.1,4.8,59.7,0,15.0,1013.0,93.0,5.0,0,23,6,2019,0.0
3750,1,50.2,1.9,69.4,0,12.0,1011.0,81.0,1.0,22,5,11,2018,0.0
3764,2,52.2,3.2,69.2,0,10.0,1020.0,93.0,4.0,5,27,1,2019,0.0
3776,1,41.9,4.1,75.2,0,13.0,1009.0,93.0,4.0,0,25,11,2018,0.0
3782,0,44.2,1.0,86.2,0,10.0,998.0,93.0,10.0,1,30,10,2018,0.0
3783,3,41.1,42.3,76.5,2,13.0,1013.0,71.0,7.0,15,25,4,2019,0.0
3791,1,51.8,0.8,77.6,0,15.0,1011.0,100.0,9.0,2,10,11,2018,0.0
3793,2,36.9,19.5,69.2,2,13.0,999.0,82.0,7.0,13,24,4,2019,0.0
3810,1,43.7,9.9,81.5,0,20.0,1012.0,100.0,9.0,21,8,8,2019,0.0
3811,2,48.1,15.9,78.3,0,20.0,1011.0,100.0,8.0,20,8,8,2019,0.0
3836,1,45.6,7.9,67.9,0,11.0,1012.0,87.0,5.0,21,22,11,2018,1.0
3847,1,44.3,3.3,65.7,0,10.0,1016.0,93.0,0.0,4,18,5,2019,0.0
3852,0,37.3,2.6,93.9,0,12.0,1020.0,93.0,7.0,1,10,2,2019,0.0
3908,1,35.1,9.3,72.1,0,11.0,1014.0,82.0,5.0,21,23,11,2018,0.0
3914,3,36.7,83.6,85.1,2,20.0,1012.0,100.0,6.0,10,8,8,2019,0.0
3934,3,42.7,67.1,71.9,2,13.0,1007.0,100.0,5.0,16,6,6,2019,0.0
3955,0,34.5,4.4,93.5,2,12.0,1022.0,87.0,4.0,12,10,2,2019,0.0
3964,4,42.2,75.9,79.4,2,14.0,999.0,87.0,6.0,17,22,4,2019,0.0
3983,2,38.2,26.8,76.3,2,13.0,1007.0,93.0,7.0,14,17,4,2019,0.0
3986,0,48.9,2.2,66.3,0,10.0,1011.0,87.0,7.0,1,22,11,2018,0.0
3992,0,39.8,1.6,77.7,0,14.0,1011.0,100.0,6.0,4,8,5,2019,0.0
3995,3,37.9,43.1,78.2,2,13.0,1000.0,100.0,7.0,15,31,1,2019,0.0
4001,0,37.4,1.6,66.5,0,11.0,985.0,93.0,0.0,20,18,11,2018,0.0
4062,2,46.7,11.4,67.0,2,13.0,1006.0,100.0,9.0,14,4,11,2018,0.0
4077,2,43.3,10.9,81.7,2,13.0,1010.0,87.0,8.0,14,24,11,2018,0.0
4079,2,42.4,28.9,85.6,2,18.0,1008.0,93.0,8.0,10,21,9,2019,0.0
4088,0,37.9,3.1,82.7,0,10.0,1004.0,87.0,4.0,23,24,4,2019,0.0
4091,2,49.0,3.9,66.4,0,14.0,1009.0,100.0,3.0,22,24,11,2018,0.0
4109,1,36.5,6.4,69.9,0,12.0,1015.0,93.0,2.0,2,5,6,2019,0.0
4119,0,43.1,0.0,71.6,2,15.0,1011.0,100.0,1.0,7,23,6,2019,0.0
4120,0,39.6,2.9,89.6,0,10.0,1017.0,93.0,5.0,1,18,2,2019,0.0
4141,0,36.2,2.0,71.1,0,11.0,1010.0,93.0,4.0,2,18,4,2019,0.0
4142,2,36.1,31.2,82.7,2,12.0,1000.0,76.0,6.0,14,23,4,2019,0.0
4161,2,34.8,64.3,80.7,2,8.0,1020.0,93.0,4.0,15,18,1,2019,0.0
4175,3,41.1,58.8,80.0,2,14.0,1008.0,93.0,10.0,16,6,11,2018,0.0
4180,3,43.1,37.1,79.9,0,13.0,1007.0,100.0,4.0,20,30,1,2019,0.0
4192,1,47.8,7.5,78.9,0,15.0,1010.0,100.0,5.0,3,10,11,2018,0.0
4248,2,41.8,10.2,85.9,2,10.0,1021.0,71.0,2.0,8,4,3,2019,0.0
4265,1,49.1,1.0,81.6,0,11.0,1017.0,100.0,5.0,0,18,2,2019,0.0
4271,0,47.1,1.6,81.6,0,13.0,1020.0,100.0,1.0,3,26,9,2019,0.0
4274,2,39.8,15.8,80.4,0,12.0,998.0,87.0,5.0,20,31,1,2019,0.0
4282,3,39.8,47.8,85.5,2,18.0,1008.0,93.0,8.0,14,21,9,2019,0.0
4293,0,42.3,0.0,74.8,0,13.0,1016.0,87.0,10.0,6,29,11,2018,0.0
4297,3,53.9,5.9,76.3,0,13.0,1015.0,87.0,10.0,7,29,11,2018,0.0
4311,0,46.9,0.0,82.9,0,12.0,1021.0,100.0,1.0,6,28,9,2019,0.0
4319,1,38.8,4.2,79.2,0,14.0,1019.0,100.0,4.0,0,14,4,2019,0.0
4320,0,38.5,2.3,64.4,0,15.0,1012.0,100.0,5.0,22,9,5,2019,0.0
4323,0,44.6,0.0,80.8,0,13.0,1006.0,100.0,4.0,22,30,1,2019,0.0
4333,0,43.7,5.7,82.7,2,13.0,1010.0,100.0,0.0,11,11,11,2018,0.0
4356,2,34.8,18.8,89.4,2,12.0,1027.0,93.0,2.0,13,7,2,2019,0.0
4369,2,40.9,26.5,80.9,2,12.0,1020.0,100.0,4.0,14,22,1,2019,0.0
4390,3,47.3,11.3,77.4,0,12.0,1003.0,100.0,3.0,18,4,11,2018,0.0
4395,1,46.0,5.5,78.2,2,13.0,1008.0,93.0,4.0,16,11,11,2018,0.0
4415,0,41.6,0.0,74.3,0,11.0,1014.0,100.0,2.0,5,1,5,2019,0.0
4424,0,42.8,5.0,86.2,0,10.0,1006.0,93.0,1.0,0,31,10,2018,0.0
4434,1,39.7,7.9,93.1,0,18.0,1013.0,100.0,4.0,4,9,8,2019,0.0
4437,1,33.2,13.2,81.4,2,16.0,1001.0,63.0,4.0,11,18,11,2018,0.0
4475,1,51.1,1.3,79.3,0,12.0,1020.0,93.0,2.0,2,4,3,2019,0.0
4494,2,43.6,14.0,70.1,2,13.0,1011.0,76.0,8.0,13,22,11,2018,0.0
4498,2,39.9,7.1,64.6,2,11.0,1015.0,100.0,6.0,6,5,6,2019,0.0
4528,3,40.4,96.9,77.9,0,13.0,1003.0,82.0,1.0,18,20,11,2018,0.0
4533,0,47.0,0.0,81.7,0,7.0,1011.0,75.0,7.0,3,2,2,2019,0.0
4560,1,51.1,1.3,69.5,0,10.0,1022.0,93.0,2.0,2,26,4,2019,0.0
4581,2,48.5,9.2,84.9,0,14.0,1002.0,93.0,12.0,22,13,10,2018,0.0
4586,3,50.7,8.2,67.0,0,12.0,1000.0,93.0,3.0,7,20,11,2018,0.0
4589,2,45.5,14.4,70.2,0,17.0,1013.0,87.0,4.0,23,22,6,2019,0.0
4594,0,42.0,0.0,73.1,0,13.0,1019.0,93.0,3.0,0,30,4,2019,0.0
4596,2,42.1,19.4,76.6,2,11.0,1023.0,93.0,2.0,12,22,1,2019,0.0
4607,3,42.6,42.5,69.9,2,12.0,1019.0,93.0,3.0,10,29,1,2019,0.0
4613,1,44.6,14.4,87.5,2,14.0,1012.0,87.0,4.0,10,4,11,2018,0.0
4616,0,41.7,0.0,74.4,0,10.0,1010.0,81.0,6.0,6,22,11,2018,0.0
4620,1,36.8,7.3,78.1,2,13.0,1015.0,82.0,3.0,18,25,4,2019,0.0
4632,0,31.7,0.0,57.2,0,15.0,1013.0,93.0,7.0,0,8,5,2019,0.0
4647,0,39.1,0.0,92.1,0,10.0,1016.0,87.0,4.0,5,5,3,2019,0.0
4681,1,42.3,9.6,71.1,0,12.0,1015.0,87.0,5.0,3,5,6,2019,0.0
4705,0,44.0,0.0,68.5,0,10.0,998.0,100.0,1.0,22,22,4,2019,0.0
4709,1,42.0,3.3,65.5,0,11.0,1003.0,93.0,6.0,0,21,11,2018,0.0
4710,1,37.7,7.5,85.3,0,11.0,1017.0,93.0,3.0,20,25,4,2019,0.0
4728,4,49.1,72.6,73.4,1,13.0,1003.0,100.0,4.0,8,31,1,2019,0.0
4754,2,36.7,31.3,85.9,2,11.0,1008.0,76.0,4.0,11,21,11,2018,0.0
4778,0,41.5,0.0,88.5,0,12.0,1020.0,100.0,2.0,0,4,3,2019,0.0
4784,0,36.2,0.8,61.9,2,16.0,1012.0,100.0,3.0,9,23,6,2019,0.0
4799,0,41.4,2.4,84.7,0,13.0,1020.0,100.0,5.0,22,3,3,2019,0.0
4800,0,44.9,1.2,84.6,0,13.0,1008.0,87.0,8.0,2,14,10,2018,0.0
4815,0,43.1,0.0,88.5,1,10.0,997.0,87.0,4.0,7,30,10,2018,0.0
4818,0,39.1,0.0,69.0,0,13.0,1012.0,76.0,0.0,4,4,5,2019,0.0
4846,2,38.3,24.8,80.3,2,14.0,1023.0,100.0,5.0,15,3,12,2018,0.0
4856,1,35.1,3.5,82.4,0,12.0,997.0,71.0,2.0,0,1,2,2019,0.0
4868,0,43.3,0.0,87.9,0,16.0,1012.0,100.0,1.0,2,16,10,2018,0.0
4894,2,43.2,20.1,85.4,2,13.0,1017.0,100.0,9.0,14,9,11,2018,0.0
4917,0,38.1,5.9,75.3,0,15.0,1013.0,100.0,8.0,23,7,5,2019,0.0
4947,2,34.4,62.9,91.6,2,12.0,1004.0,87.0,2.0,15,31,10,2018,0.0
4955,4,42.7,72.0,70.7,2,12.0,1023.0,87.0,4.0,9,28,1,2019,0.0
4956,3,39.7,44.3,76.7,2,12.0,1000.0,87.0,6.0,16,24,4,2019,0.0
4967,3,35.8,47.6,79.8,2,17.0,1015.0,93.0,5.0,15,7,5,2019,0.0
5017,2,40.0,18.1,81.5,2,10.0,1013.0,100.0,4.0,12,19,1,2019,0.0
5025,2,42.3,9.9,72.4,2,20.0,1013.0,77.0,2.0,19,25,8,2019,0.0
5059,4,45.1,75.4,76.3,0,10.0,1012.0,87.0,5.0,19,22,11,2018,0.0
5071,1,34.1,16.5,91.7,2,9.0,1014.0,100.0,7.0,11,19,1,2019,0.0
5086,0,39.4,2.4,80.1,2,15.0,1022.0,87.0,1.0,9,28,4,2019,0.0
5103,0,40.8,0.0,86.0,2,14.0,1017.0,100.0,5.0,7,14,4,2019,0.0
5105,2,40.8,54.4,83.4,0,12.0,1011.0,53.0,8.0,18,27,10,2018,0.0
5116,2,44.1,21.4,65.2,1,11.0,1001.0,82.0,4.0,19,24,4,2019,0.0
5121,2,40.3,10.0,86.5,0,12.0,1008.0,93.0,2.0,17,11,11,2018,0.0
5147,4,44.7,68.0,64.6,2,11.0,1016.0,93.0,10.0,8,29,11,2018,0.0
5156,3,40.4,32.1,76.1,2,8.0,1015.0,93.0,4.0,10,30,1,2019,0.0
5159,1,34.1,23.6,86.9,2,16.0,1001.0,77.0,2.0,14,18,11,2018,0.0
5189,1,43.6,8.6,83.4,2,17.0,1008.0,100.0,7.0,8,21,9,2019,0.0
5191,0,41.5,0.0,76.1,0,11.0,1010.0,93.0,4.0,3,18,4,2019,0.0
5208,3,40.5,48.3,78.2,2,12.0,1016.0,93.0,9.0,11,29,11,2018,0.0
5212,2,32.1,46.9,104.0,2,14.0,1013.0,82.0,10.0,12,5,3,2019,0.0
5234,2,51.7,7.8,72.2,0,11.0,993.0,81.0,6.0,7,1,2,2019,0.0
5246,3,42.6,71.2,76.0,2,12.0,1008.0,93.0,4.0,16,25,11,2018,0.0
5262,1,33.3,13.7,84.9,2,17.0,1017.0,93.0,5.0,12,14,4,2019,0.0
5264,2,36.6,24.3,87.8,2,12.0,1019.0,71.0,7.0,14,18,2,2019,0.0
5278,0,44.2,2.5,68.6,0,14.0,1009.0,100.0,2.0,23,24,11,2018,0.0
5295,2,34.3,42.5,87.2,2,16.0,1006.0,100.0,4.0,12,15,10,2018,0.0
5300,4,39.7,117.0,82.8,2,13.0,1014.0,81.0,3.0,13,23,11,2018,0.0
5308,1,45.5,0.7,77.5,0,15.0,1009.0,100.0,9.0,6,11,11,2018,0.0
5338,1,36.1,9.6,66.0,0,18.0,1015.0,82.0,2.0,21,25,6,2019,0.0
5346,2,37.1,17.2,71.1,2,15.0,1013.0,100.0,2.0,7,24,6,2019,0.0
5366,2,39.2,17.0,87.2,2,10.0,1012.0,100.0,6.0,13,30,1,2019,0.0
5368,2,37.8,24.3,88.4,2,14.0,1003.0,100.0,5.0,11,31,1,2019,0.0
5373,0,46.8,0.0,71.2,0,12.0,1018.0,100.0,2.0,5,29,4,2019,0.0
5378,3,38.5,57.1,93.0,2,21.0,1015.0,100.0,3.0,13,25,7,2019,0.0
5383,4,44.5,102.8,85.0,2,10.0,999.0,87.0,2.0,8,30,10,2018,0.0
5389,4,40.0,88.2,70.9,2,12.0,1019.0,100.0,1.0,8,30,4,2019,0.0
5393,2,40.7,18.3,85.2,2,13.0,1009.0,93.0,9.0,13,6,11,2018,0.0
5414,0,41.6,0.0,76.1,0,9.0,995.0,93.0,6.0,5,24,4,2019,0.0
5415,2,41.7,10.3,78.1,2,13.0,1008.0,81.0,3.0,14,21,11,2018,0.0
5417,3,43.0,35.9,86.3,0,13.0,998.0,100.0,5.0,19,31,1,2019,0.0
5419,2,45.1,25.8,82.5,0,12.0,1011.0,87.0,2.0,4,6,11,2018,0.0
5422,1,45.1,2.4,65.8,2,15.0,1011.0,100.0,2.0,6,23,6,2019,0.0
5431,0,36.7,4.8,69.4,0,15.0,1014.0,100.0,2.0,3,19,6,2019,0.0
5457,1,46.3,1.1,71.7,0,15.0,1012.0,93.0,8.0,2,8,5,2019,0.0
5481,1,42.9,1.2,69.5,0,11.0,1013.0,87.0,2.0,2,7,6,2019,0.0
5482,3,43.7,42.3,85.0,2,14.0,1009.0,93.0,10.0,15,6,11,2018,0.0
5519,3,39.5,38.4,85.4,2,13.0,999.0,100.0,7.0,16,31,1,2019,0.0
5542,2,40.4,21.8,85.5,2,16.0,1006.0,100.0,5.0,14,15,10,2018,0.0
5546,0,42.7,0.0,83.7,2,15.0,1009.0,100.0,2.0,9,11,11,2018,0.0
5554,4,40.5,134.8,89.4,2,20.0,1016.0,100.0,1.0,14,25,7,2019,0.0
5559,0,39.3,0.0,70.1,0,15.0,1019.0,87.0,1.0,23,28,4,2019,0.0
5560,1,40.6,19.4,77.9,2,20.0,1020.0,94.0,2.0,13,24,9,2019,0.0
5594,0,38.5,3.1,73.4,0,14.0,1018.0,93.0,5.0,21,29,4,2019,0.0
5599,0,42.2,1.8,71.6,0,13.0,1002.0,100.0,2.0,23,19,11,2018,0.0
5617,0,43.1,0.0,79.0,0,15.0,1011.0,100.0,4.0,5,10,11,2018,0.0
5632,0,41.5,0.0,75.9,1,12.0,1013.0,93.0,8.0,6,19,4,2019,0.0
5650,1,43.6,5.2,82.7,0,13.0,1005.0,100.0,11.0,21,6,11,2018,0.0
5651,2,44.0,14.8,90.6,0,20.0,1012.0,100.0,7.0,23,8,8,2019,0.0
5665,4,43.2,76.7,76.6,0,11.0,1011.0,87.0,4.0,18,22,11,2018,0.0
5675,3,40.0,54.6,88.8,0,12.0,1006.0,71.0,5.0,18,29,10,2018,0.0
5693,2,35.0,14.5,74.0,2,13.0,1006.0,76.0,4.0,9,17,4,2019,0.0
5709,1,46.0,2.1,83.2,0,10.0,1002.0,93.0,9.0,6,5,11,2018,0.0
5729,3,39.8,59.9,94.5,2,19.0,1016.0,94.0,2.0,18,25,7,2019,0.0
5765,1,45.3,1.9,81.1,0,10.0,1000.0,93.0,8.0,23,29,10,2018,0.0
5778,2,34.7,19.7,96.6,2,14.0,1022.0,62.0,3.0,14,4,3,2019,0.0
5779,2,31.8,29.4,94.4,2,12.0,1017.0,87.0,7.0,16,29,1,2019,0.0
5780,0,38.0,3.9,91.6,0,19.0,1012.0,88.0,2.0,22,27,8,2018,0.0
5782,0,41.9,0.0,74.1,0,11.0,1010.0,93.0,6.0,0,18,4,2019,0.0
5794,3,39.3,60.5,68.4,2,17.0,1012.0,100.0,7.0,16,18,6,2019,0.0
5809,3,40.2,53.3,87.0,2,11.0,998.0,81.0,6.0,17,1,2,2019,0.0
5818,1,43.9,9.3,83.4,2,14.0,1008.0,93.0,4.0,14,11,11,2018,0.0
5827,0,40.0,0.0,77.8,0,12.0,1008.0,93.0,4.0,21,17,4,2019,0.0
5836,1,42.4,15.0,84.3,0,20.0,1012.0,100.0,5.0,0,9,8,2019,0.0
5838,1,41.9,1.7,87.0,0,17.0,1004.0,88.0,10.0,4,11,10,2018,0.0
5840,0,46.2,0.0,71.9,0,12.0,996.0,93.0,6.0,20,22,4,2019,0.0
5843,4,41.0,74.7,72.2,2,14.0,1006.0,93.0,13.0,15,6,6,2019,0.0
5846,2,34.8,24.8,85.0,2,13.0,1018.0,93.0,9.0,13,9,11,2018,0.0
5848,0,42.0,0.0,74.0,0,13.0,1019.0,100.0,4.0,23,29,4,2019,0.0
5859,2,38.5,30.7,80.1,2,7.0,1021.0,93.0,4.0,14,18,1,2019,0.0
5865,3,46.4,53.9,74.1,2,13.0,1003.0,100.0,5.0,10,31,1,2019,0.0
5872,1,47.9,1.7,72.4,0,9.0,1020.0,100.0,3.0,6,29,1,2019,0.0
5876,4,44.4,148.7,79.5,2,17.0,1018.0,100.0,5.0,8,24,9,2019,0.0
5900,2,35.1,21.4,85.8,0,18.0,1018.0,82.0,0.0,18,21,10,2018,0.0
5903,0,35.9,4.0,89.0,0,9.0,1007.0,87.0,11.0,0,2,2,2019,0.0
5919,0,46.8,0.0,71.8,0,9.0,1006.0,81.0,4.0,4,25,4,2019,0.0
5931,0,40.8,1.9,86.0,0,13.0,1007.0,93.0,5.0,0,7,11,2018,0.0
5945,0,40.8,3.0,74.3,2,7.0,1015.0,93.0,7.0,9,19,1,2019,0.0
5953,1,45.1,1.7,84.7,1,13.0,1011.0,76.0,9.0,7,8,11,2018,0.0
5954,1,41.3,9.4,86.3,0,13.0,1002.0,100.0,10.0,17,4,11,2018,0.0
5959,3,37.6,72.4,78.0,2,13.0,1021.0,76.0,7.0,17,20,1,2019,0.0
5971,2,35.4,26.6,78.5,2,13.0,1018.0,93.0,10.0,12,23,1,2019,0.0
5975,3,42.2,28.3,68.9,2,15.0,1012.0,93.0,9.0,13,9,5,2019,0.0
5996,4,42.8,45.5,70.0,1,6.0,1023.0,93.0,2.0,8,22,1,2019,0.0
6019,0,41.5,0.0,75.5,1,9.0,1006.0,71.0,3.0,6,25,4,2019,0.0
6040,2,43.4,14.2,86.2,2,13.0,1004.0,100.0,11.0,16,4,11,2018,0.0
6047,2,42.2,32.2,86.6,2,16.0,1008.0,100.0,2.0,17,21,9,2019,0.0
6057,1,46.5,2.5,72.0,0,8.0,1000.0,93.0,4.0,1,24,4,2019,0.0
6062,0,38.3,2.6,80.3,0,10.0,997.0,87.0,5.0,2,1,2,2019,0.0
6073,2,34.9,35.2,79.2,2,13.0,1000.0,71.0,4.0,16,23,4,2019,0.0
6078,2,44.7,18.7,77.9,2,13.0,1017.0,93.0,8.0,14,23,1,2019,0.0
6090,2,35.4,33.4,82.9,2,15.0,1012.0,72.0,5.0,12,18,4,2019,0.0
6109,3,40.1,54.0,74.9,2,16.0,1012.0,100.0,7.0,15,9,5,2019,0.0
6120,4,46.3,188.4,73.6,0,15.0,1000.0,87.0,0.0,17,18,11,2018,0.0
6134,0,41.4,0.0,88.6,0,11.0,1020.0,76.0,2.0,5,4,3,2019,0.0
6139,2,31.4,29.6,84.0,2,13.0,1003.0,100.0,6.0,12,31,1,2019,0.0
6148,1,46.9,1.3,71.8,0,10.0,1010.0,87.0,7.0,5,22,11,2018,0.0
6150,0,45.4,0.0,79.3,0,16.0,1017.0,100.0,1.0,5,30,9,2019,0.0
6168,1,37.1,10.0,68.5,0,10.0,1016.0,87.0,1.0,5,18,5,2019,0.0
6181,0,38.3,2.6,75.0,0,10.0,1010.0,93.0,3.0,0,22,11,2018,0.0
6183,0,47.4,0.0,73.4,0,12.0,1018.0,100.0,5.0,5,24,1,2019,0.0
6206,3,42.0,43.1,74.0,2,13.0,1006.0,87.0,5.0,16,17,4,2019,0.0
6228,0,37.8,0.0,86.6,0,13.0,1020.0,93.0,3.0,23,3,3,2019,0.0
6233,4,43.2,84.9,73.4,2,11.0,1012.0,87.0,6.0,10,22,11,2018,0.0
6234,4,47.4,114.8,66.4,2,12.0,1017.0,76.0,3.0,8,7,6,2019,0.0
6239,0,41.9,0.0,74.2,0,14.0,1019.0,93.0,2.0,0,29,4,2019,0.0
6244,0,40.1,0.0,66.9,0,15.0,1013.0,100.0,6.0,23,9,5,2019,0.0
6249,1,45.1,1.2,82.5,0,12.0,1011.0,81.0,3.0,0,6,11,2018,0.0
6251,0,44.0,0.6,69.3,0,10.0,1012.0,93.0,4.0,23,22,11,2018,0.0
6257,2,45.1,8.6,72.4,0,14.0,1005.0,93.0,13.0,20,6,11,2018,0.0
6279,1,45.3,1.4,81.0,1,11.0,1021.0,76.0,1.0,7,4,3,2019,0.0
6285,0,50.4,1.9,72.8,0,18.0,1012.0,88.0,3.0,0,26,8,2019,0.0
6295,1,32.8,10.8,84.8,2,12.0,1014.0,87.0,3.0,9,19,4,2019,0.0
6298,0,54.2,1.6,72.8,0,13.0,1007.0,100.0,4.0,23,30,1,2019,0.0
6345,2,34.6,39.8,88.9,2,11.0,1004.0,93.0,4.0,12,31,10,2018,0.0
6346,2,45.0,12.6,80.6,2,16.0,1013.0,93.0,3.0,7,5,9,2018,0.0
6354,0,35.2,2.8,84.6,2,15.0,1011.0,100.0,5.0,9,10,11,2018,0.0
6364,2,38.3,22.2,76.3,2,15.0,1008.0,87.0,12.0,13,6,6,2019,0.0
6376,1,35.8,11.1,71.8,2,20.0,1015.0,72.0,3.0,19,25,6,2019,0.0
6388,0,40.7,1.7,73.2,1,8.0,995.0,93.0,2.0,6,23,4,2019,0.0
6395,4,47.6,188.5,81.5,2,11.0,993.0,71.0,6.0,9,1,2,2019,0.0
6399,2,40.2,20.6,69.8,2,19.0,1011.0,88.0,9.0,13,18,6,2019,0.0
6412,0,42.3,0.0,75.8,0,13.0,1009.0,93.0,3.0,1,25,11,2018,0.0
6413,4,47.3,89.8,87.2,0,12.0,1022.0,100.0,4.0,19,8,2,2019,0.0
6418,0,43.5,4.0,88.3,2,14.0,1013.0,93.0,7.0,9,14,10,2018,0.0
6422,0,39.8,8.9,78.6,0,14.0,1019.0,100.0,3.0,23,13,4,2019,0.0
6425,0,41.5,0.0,88.5,0,12.0,1020.0,93.0,3.0,1,4,3,2019,0.0
6453,0,45.3,0.0,83.6,0,16.0,1018.0,100.0,7.0,5,24,9,2019,0.0
6459,0,41.9,0.0,75.3,0,13.0,1019.0,100.0,2.0,1,29,4,2019,0.0
6486,2,38.9,28.2,78.3,2,13.0,1007.0,87.0,6.0,12,17,4,2019,0.0
6491,0,47.2,0.0,80.7,0,10.0,996.0,87.0,4.0,3,1,2,2019,0.0
6497,1,45.1,3.4,90.9,0,12.0,1005.0,93.0,5.0,19,25,11,2018,0.0
6534,1,36.6,4.5,63.8,0,17.0,1010.0,77.0,4.0,21,3,5,2019,0.0
6535,0,41.6,0.0,76.1,0,8.0,997.0,93.0,7.0,3,24,4,2019,0.0
6538,2,43.6,7.8,64.4,2,13.0,1011.0,100.0,4.0,6,18,6,2019,0.0
6540,0,39.3,5.0,90.2,0,13.0,1017.0,87.0,2.0,20,17,2,2019,0.0
6545,0,35.2,4.6,74.1,2,17.0,1001.0,63.0,5.0,10,18,11,2018,0.0
6550,0,41.4,0.0,85.4,0,11.0,997.0,87.0,4.0,1,1,2,2019,0.0
6575,3,41.7,61.7,62.0,2,14.0,1007.0,93.0,11.0,14,6,6,2019,0.0
6579,4,44.5,113.3,65.1,2,12.0,996.0,93.0,6.0,8,24,4,2019,0.0
6586,4,44.4,185.9,77.0,2,22.0,1012.0,94.0,8.0,17,8,8,2019,0.0
6594,2,46.3,10.4,80.9,0,20.0,1012.0,100.0,8.0,22,8,8,2019,0.0
6600,2,41.8,18.1,65.8,0,13.0,1020.0,93.0,1.0,1,15,6,2019,0.0
6605,2,47.8,24.5,86.1,2,12.0,1010.0,71.0,6.0,11,25,4,2019,0.0
6609,2,38.1,23.1,68.2,2,16.0,1014.0,93.0,2.0,8,24,6,2019,0.0
6612,4,44.4,63.1,64.6,2,14.0,1011.0,100.0,4.0,7,18,6,2019,0.0
6617,1,35.7,11.5,89.1,0,17.0,1019.0,77.0,1.0,20,28,4,2019,0.0
6620,0,40.0,2.6,77.3,0,9.0,1029.0,87.0,2.0,1,27,4,2019,0.0
6647,0,43.3,0.0,70.5,2,9.0,1016.0,87.0,1.0,6,18,5,2019,0.0
6660,0,47.9,0.0,71.1,0,10.0,1006.0,93.0,3.0,6,21,11,2018,1.0
6679,3,46.1,61.0,78.8,0,12.0,1014.0,81.0,4.0,19,8,11,2018,0.0
6714,2,31.5,23.9,98.3,2,14.0,1022.0,62.0,3.0,12,4,3,2019,0.0
6725,0,44.8,1.4,80.9,0,12.0,1011.0,87.0,1.0,21,5,11,2018,0.0
6731,4,44.9,148.6,78.3,2,12.0,1011.0,93.0,7.0,9,6,11,2018,0.0
6736,0,47.4,1.1,84.1,0,15.0,1010.0,100.0,4.0,6,10,11,2018,0.0
6741,2,43.1,24.6,77.7,0,13.0,1008.0,100.0,3.0,18,19,1,2019,0.0
6747,1,38.6,4.8,73.2,2,16.0,1012.0,100.0,3.0,10,23,6,2019,0.0
6777,0,31.7,0.0,57.6,0,15.0,1013.0,93.0,7.0,22,7,5,2019,0.0
6779,1,38.7,11.4,79.9,0,14.0,1015.0,100.0,3.0,4,25,6,2019,0.0
6799,3,41.0,51.5,80.5,2,10.0,1008.0,81.0,3.0,10,21,11,2018,0.0
