AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
2,40.7,89.9,85.2,0,13,1021,93,2,4,18,3,11,2018,700,0
2,33.3,18.1,81.6,2,21,1015,88,4,4,13,8,7,2019,250,0
0,37.3,3,93.5,0,8,1021,81,1,1,2,17,2,2019,250,0
1,39.6,20.7,89.1,2,22,1023,78,1,1,10,10,9,2018,250,0
4,44.5,103.3,85,2,20,1019,68,6,5,17,28,9,2018,250,0
0,44.9,1.8,87.8,1,6,1010,81,6,1,7,28,10,2018,700,0
0,42.4,0,83.4,0,16,1018,93,2,4,4,30,9,2019,250,0
2,37.1,30.1,90.1,2,20,1019,56,3,1,11,20,10,2018,700,0
1,35.1,6.4,72.5,0,12,1019,87,0,2,20,12,4,2019,250,0
1,48.8,1.3,63.8,0,10,1014,82,4,3,4,6,6,2019,700,0
1,44.1,4.2,79.1,0,12,1017,76,3,4,21,8,11,2018,250,0
1,43.1,14.4,83.8,2,20,1023,73,4,1,13,22,9,2018,250,0
0,52.2,0,69.8,0,10,1017,81,4,3,6,20,1,2019,250,0
0,42.8,0,82,0,19,1012,64,2,1,3,8,9,2018,250,0
3,46.2,34.4,81.4,0,12,1009,81,4,3,17,5,11,2018,700,0
3,34.4,47.3,91.6,2,23,1018,61,3,1,16,24,8,2018,250,0
0,41.7,2,87.4,2,18,1016,77,1,5,8,28,7,2018,250,0
2,41.3,32.3,89.4,2,18,1023,63,3,1,15,21,2,2019,700,0
3,38.6,43.7,73.2,2,20,1015,82,3,3,15,24,6,2019,250,0
2,31.7,19.3,84,2,15,1020,72,3,4,11,6,5,2019,250,0
3,44,39.3,80.8,2,21,1021,77,3,6,15,26,9,2019,250,0
0,42.8,0,89.6,2,20,1019,64,2,3,9,29,7,2018,250,0
1,37.9,3.9,64.4,0,11,1015,82,2,4,3,21,5,2019,700,0
1,47.5,3.8,75.2,0,17,1021,93,2,6,21,24,9,2019,250,0
0,45.1,0,85.8,2,20,1012,68,4,1,7,2,9,2018,250,0
0,39.1,2.6,83.6,0,18,1016,82,2,3,20,8,8,2018,250,0
0,46.2,0,80.1,0,20,1015,94,0,1,2,5,8,2018,250,0
0,42.9,1.9,82.4,0,17,1021,93,1,4,21,20,9,2018,250,0
0,41,0,90.9,0,11,1025,62,5,1,3,26,2,2019,250,0
0,46.2,1.3,85.7,0,16,1015,88,1,1,3,1,9,2018,250,0
0,39.6,9.4,91.9,0,18,1017,88,4,1,20,13,8,2018,250,0
1,41.4,5.3,83.3,0,11,1017,93,3,4,22,17,2,2019,250,0
0,43.2,3.9,76.7,0,16,1011,82,4,3,0,21,9,2019,250,0
0,39,2,90.4,0,10,1027,87,2,5,21,10,2,2019,250,0
3,43.6,35.1,78.4,2,20,1022,77,2,4,14,25,9,2019,250,0
0,45.3,0,81.1,0,12,1015,66,7,1,4,27,10,2018,250,0
4,44.7,76.7,87.8,2,22,1022,48,4,1,10,24,9,2018,250,0
3,38.9,61.5,77.7,0,12,1003,87,1,4,20,20,11,2018,700,0
2,40.5,25.9,88,2,22,1016,77,2,4,14,6,8,2018,250,0
3,37,63,90.6,2,22,1020,68,3,1,16,20,9,2018,700,0
0,45,0,82.3,0,18,1014,88,1,1,1,7,9,2018,250,0
0,39.9,3.7,79.9,0,12,1013,81,7,3,1,20,1,2019,700,0
0,38.4,6.5,91.7,0,9,1019,81,2,1,5,25,10,2018,250,0
0,44.4,1,68.7,0,14,1001,100,3,6,0,20,11,2018,700,0
3,38,50.1,93,0,13,1026,82,1,6,19,2,3,2019,900,0
2,42.3,29.4,87.7,2,23,1018,78,2,3,12,30,9,2019,250,0
2,35.3,40.2,72.6,2,2,1022,86,4,4,10,18,1,2019,250,0
1,41.7,4.4,87.1,0,18,1016,100,0,4,2,15,7,2019,250,0
0,36.4,0,88.6,0,18,1016,93,2,1,21,26,7,2018,250,0
0,39.8,2.5,78.1,0,10,1020,93,4,4,21,28,11,2018,250,0
0,41.6,11,87.5,0,16,1016,100,1,6,3,5,7,2019,250,0
1,34.8,2.7,85.6,2,10,1018,100,0,1,8,6,10,2018,250,0
2,38.1,64.8,89.4,2,16,1014,67,5,5,15,14,10,2018,250,0
0,37.3,7.4,65.5,0,14,1016,100,0,4,2,22,6,2019,250,0
1,38.5,11.9,90.5,2,10,1011,61,5,5,10,28,10,2018,250,0
0,43.9,2.8,77.3,0,10,1012,61,6,5,20,28,10,2018,700,0
3,41,35.5,72,2,13,1020,82,4,5,10,26,11,2018,250,0
4,41.9,104.2,75.1,2,16,1012,77,3,6,17,18,4,2019,700,0
2,34.2,30.5,81.2,2,18,1019,87,2,6,12,30,4,2019,250,0
0,36.4,0.8,77,0,17,1013,56,3,6,0,21,4,2019,700,0
2,42.9,24.2,88.3,2,20,1014,77,2,5,18,5,9,2018,700,0
2,32.8,34.2,102.3,2,22,1022,40,3,1,16,26,2,2019,250,0
2,33.6,18,79.8,2,20,1019,82,6,6,11,30,6,2019,250,0
3,37.5,48.4,93.3,2,13,1021,76,2,4,17,4,3,2019,250,0
3,33.6,72.7,76.1,2,14,1018,67,6,6,11,17,5,2019,250,0
0,37,0,92,0,17,1013,100,2,4,4,8,7,2019,250,0
2,38.1,49.8,89.9,2,19,1019,82,3,5,14,23,8,2018,700,0
1,33.4,11.2,65.4,0,12,1017,81,2,6,22,18,5,2019,250,0
2,36.6,21.8,68.8,2,17,1021,63,2,1,13,4,12,2018,250,0
3,38.6,37.9,93.2,2,13,1029,66,3,1,17,11,2,2019,250,0
0,42.6,0,91.4,0,16,1015,100,1,5,2,8,8,2018,250,0
0,43.8,0,82.1,0,15,1017,93,0,1,0,28,7,2018,250,0
0,44,1.9,80.9,0,17,1012,100,0,5,1,4,9,2018,250,0
2,35.7,30.8,80.2,2,16,1015,93,7,4,18,7,5,2019,250,0
3,42.3,55.3,73,2,22,1014,82,5,4,16,15,5,2019,700,0
2,45.7,8.1,77.8,0,10,1005,100,0,3,21,30,10,2018,250,0
2,34.4,21.5,91.6,2,21,1014,53,5,5,10,7,9,2018,250,0
0,39.2,0,90.2,0,9,1027,93,1,1,22,10,2,2019,250,0
0,41.1,2.8,81.1,0,16,1022,93,7,3,23,27,9,2019,250,0
3,37.8,44.5,80.7,2,16,1030,87,3,5,15,6,12,2018,250,0
1,39.5,9.3,79.6,2,11,1021,76,4,5,11,20,1,2019,700,0
1,41.7,4.1,75.9,2,8,1032,93,1,5,9,9,12,2018,250,0
0,45.5,4.4,80.2,0,17,1016,82,3,1,22,16,8,2018,250,0
2,37.3,14.6,82.8,2,15,1009,93,2,6,18,21,9,2019,700,0
0,41.8,0,74.8,0,14,1011,76,1,2,0,1,4,2019,250,0
0,35.7,0.5,65.6,0,12,1017,76,3,3,23,17,5,2019,250,0
0,41.4,1.7,87.3,0,15,1020,51,0,1,23,3,10,2018,250,0
1,41.3,7.4,83.2,2,29,1017,32,5,1,13,18,8,2018,250,0
1,34.3,4,73.9,0,14,1019,100,5,4,20,13,4,2019,250,0
2,38.2,32.9,88.9,0,20,1016,68,2,1,19,20,10,2018,700,0
0,41.4,0,89.8,0,10,1027,100,2,4,7,2,3,2019,250,0
3,35.8,94,76.1,2,19,1022,68,5,6,16,15,6,2019,700,0
0,40.7,1.8,77.4,0,16,1025,82,1,1,21,23,10,2018,700,0
0,41.5,0,76.3,2,14,1014,76,2,2,7,21,4,2019,700,0
0,36.9,0.9,68.2,0,8,1032,100,0,4,3,9,12,2018,250,0
0,44.4,0,79.5,0,8,1013,75,2,1,23,28,10,2018,700,0
2,38.1,24.2,89.4,2,19,1016,77,3,1,16,29,9,2018,250,0
2,37.8,33.1,91.3,2,13,1028,67,2,1,16,5,2,2019,250,0
2,38.8,33.5,73.5,2,21,1017,73,2,4,14,26,6,2019,250,0
2,41.6,37.1,88.8,2,19,1019,42,4,1,14,7,10,2018,250,0
0,37.7,1.5,84.2,2,17,1029,48,2,1,10,24,2,2019,250,0
0,35.1,4.9,75.7,2,15,1024,87,5,3,14,1,12,2018,900,0
3,39.6,44.8,87.8,2,20,1012,68,6,3,16,11,10,2018,250,0
0,42.9,2.2,86.5,0,14,1020,59,2,1,1,2,10,2018,250,0
1,44,1.3,85.5,0,19,1016,50,7,1,4,18,8,2018,250,0
2,40.2,16.8,83.4,0,17,1021,93,2,6,22,10,8,2019,250,0
0,39,2.4,87.6,2,12,1009,67,5,3,10,25,4,2019,250,0
3,36.9,55,90.5,2,21,1021,56,5,1,15,10,8,2018,250,0
2,33.1,39.1,87.4,2,15,1030,82,3,5,15,28,2,2019,250,0
2,39,47.5,76.9,2,16,1016,63,3,1,11,16,11,2018,250,0
3,45.5,52.9,81.3,0,14,1023,72,4,1,18,13,11,2018,250,0
1,39.3,4.3,70.9,2,7,1024,87,4,4,8,1,12,2018,900,0
1,33.8,12.9,81.3,0,15,1015,100,1,6,5,7,7,2019,250,0
0,39.6,3.5,69.8,0,12,1015,100,1,6,0,9,5,2019,250,0
0,40.9,0,86.5,0,12,1022,76,3,5,23,27,11,2018,250,0
3,32.2,75.9,75,2,15,1012,82,4,6,10,18,4,2019,700,0
1,44.8,4,84.7,0,16,1021,93,1,6,21,25,9,2019,250,0
2,34.4,48.9,95,1,12,1020,76,1,4,18,4,3,2019,250,0
1,36.5,11,80.1,0,20,1013,77,1,2,20,20,4,2019,700,0
2,39,25.2,85.4,2,11,1029,62,3,1,16,3,2,2019,250,0
0,42.2,2,89.8,0,18,1017,31,4,1,3,19,8,2018,250,0
2,44.7,5.1,82.6,0,18,1013,88,2,1,22,3,9,2018,700,0
1,46.5,4.6,79,0,18,1020,82,1,1,23,11,9,2018,250,0
1,32.6,10.3,77.4,2,13,1024,93,6,4,10,2,12,2018,900,0
1,43,4.1,82.7,0,9,1026,66,4,1,6,22,2,2019,250,0
0,32.4,8.1,88.8,0,7,1031,100,1,6,3,28,2,2019,250,0
0,39.4,5.7,90,2,29,1017,55,1,1,9,4,8,2018,250,0
0,43,0,82,0,13,1017,100,3,4,4,9,9,2019,250,0
4,41.4,83.3,71.4,2,15,1017,67,7,6,18,17,5,2019,700,0
1,32.5,19.1,96.6,2,21,1018,93,3,4,12,5,7,2019,250,0
0,37.5,5.7,89.6,2,18,1016,93,1,4,9,7,7,2019,250,0
0,38.8,0,87.3,0,2,1031,88,0,1,0,4,2,2019,250,0
0,39.6,3.4,87.2,0,18,1014,100,2,4,1,8,7,2019,250,0
2,35.7,66.8,76.3,2,17,1022,72,5,6,18,15,6,2019,250,0
1,36.4,11.2,92,2,9,1023,58,5,1,10,16,2,2019,250,0
0,45.6,5,87.5,0,18,1013,83,0,1,1,2,8,2018,250,0
0,35,6.7,73.6,0,14,1019,82,4,6,0,7,5,2019,250,0
2,37.4,37.9,89.3,2,20,1004,72,8,1,14,10,10,2018,250,0
0,48,0,86.5,0,17,1020,88,0,1,0,22,10,2018,250,0
1,45.9,8.1,76.1,0,20,1014,73,0,1,23,20,8,2018,700,0
0,43.4,1.7,85.4,0,17,1018,100,1,4,3,17,8,2019,250,0
4,42.4,104.3,86.6,2,25,1016,48,5,1,17,17,8,2018,250,0
4,40.7,78.9,84.9,2,22,1015,77,2,4,16,8,7,2019,700,0
1,39.9,15,75.2,2,17,1015,72,5,3,13,4,6,2019,250,0
3,41.2,32.3,83.8,2,14,1013,76,5,3,14,23,11,2018,700,0
4,46.6,102.6,78,2,11,986,96,1,4,9,19,11,2018,250,0
3,40.8,58.9,82.2,2,19,1017,72,8,4,9,12,10,2018,250,0
3,41.3,34,93.6,0,11,1025,100,0,5,19,6,2,2019,250,0
0,43.5,5.2,86.5,0,20,1015,60,6,1,3,13,10,2018,250,0
4,48.2,88.9,64.3,2,14,1014,100,3,4,7,10,5,2019,250,0
1,38.3,5.1,85.6,2,15,1014,44,9,5,13,27,10,2018,250,0
4,37.6,127.4,77.5,2,16,1012,77,4,6,15,18,4,2019,700,0
0,50.6,1.4,63.6,0,15,1018,100,3,6,1,19,9,2019,250,0
1,42.1,4.8,83.9,0,19,1012,68,1,1,2,8,9,2018,250,0
3,39.7,35.7,78.4,2,25,1014,65,2,3,16,26,8,2019,250,0
3,41.3,29,91.2,0,10,1029,87,0,1,19,4,2,2019,250,0
0,43.9,0.7,68.6,0,10,1016,93,1,2,4,2,4,2019,300,0
0,42.5,0,87.1,0,16,1015,93,0,4,3,27,7,2018,250,0
0,46.8,0,72.3,0,12,1008,71,3,2,2,17,4,2019,250,0
0,41.8,0,77.3,2,14,1010,76,4,1,8,17,11,2018,250,0
2,32.1,14.4,96.1,2,15,1031,76,2,1,14,28,2,2019,250,0
0,42.1,0,75,0,13,1017,71,10,4,4,29,11,2018,250,0
3,39,57.7,81.4,2,16,1013,52,3,2,10,1,4,2019,900,0
1,41.4,11.6,89.1,1,18,1013,94,4,4,6,18,8,2019,250,0
4,46.7,94.6,66.3,2,15,1015,77,5,3,9,15,11,2018,250,0
2,38.7,15.9,77.9,2,24,1015,82,2,3,13,24,7,2019,250,0
1,34.8,4.5,82,0,14,1020,100,4,4,21,13,4,2019,250,0
2,40,36.7,90.1,2,23,1021,57,6,5,15,10,9,2018,250,0
2,37.6,54.5,84.4,2,21,1015,53,4,1,16,26,8,2018,250,0
1,40.4,8.1,84.6,0,19,1016,64,3,1,23,17,8,2018,250,0
2,43.6,39.2,86.8,0,18,1016,60,4,1,23,19,10,2018,250,0
1,36.5,10.9,103.6,0,9,1029,76,3,1,7,23,2,2019,700,0
2,37.3,40.5,89.2,2,16,1025,93,4,4,12,2,11,2018,900,0
0,35.9,1.3,72.3,0,12,1005,87,1,4,2,21,11,2018,700,0
0,43.6,0,82.7,0,11,1011,87,1,5,23,5,11,2018,700,0
0,41.7,2,87.8,0,18,1013,83,0,1,3,2,8,2018,250,0
1,41.3,10.1,77.3,0,17,1018,88,1,1,20,13,9,2018,250,0
2,52,8.6,64.9,0,13,1017,93,8,4,7,24,1,2019,700,0
3,42.7,37.4,83.8,0,11,1017,87,3,5,19,7,11,2018,250,0
4,46.1,51.5,78.8,0,15,1007,82,13,4,18,6,11,2018,700,0
0,36.8,7.5,92.7,0,17,1012,100,6,4,3,3,7,2019,250,0
4,51.2,71.4,66.9,1,3,1024,93,1,1,8,21,1,2019,250,0
0,42.8,0,86.2,0,17,1011,93,2,5,2,28,8,2018,250,0
2,45.6,6.9,71.9,0,11,1020,100,0,6,5,15,6,2019,250,0
1,33.6,9.4,82.8,0,18,1016,93,2,6,0,15,7,2019,250,0
3,39,76,73,2,18,1020,77,8,6,18,23,5,2019,700,0
1,36.5,8.5,87.7,0,10,1023,58,3,1,23,14,2,2019,250,0
2,40,31.6,83.8,2,26,1022,61,3,1,14,10,9,2018,250,0
2,37.6,11.3,84.4,2,18,1017,82,2,5,12,16,10,2018,250,0
1,35,6.9,80.9,2,24,1017,88,3,6,12,9,7,2019,250,0
0,36.9,0,90.5,0,16,1016,93,3,5,1,8,8,2018,250,0
3,44.4,42.2,86.6,2,23,1018,83,1,4,12,27,8,2019,250,0
3,36.6,52.9,74,2,15,1016,67,5,3,16,18,5,2019,250,0
2,34.6,28.6,74.4,2,14,1018,87,6,5,11,24,1,2019,250,0
1,38.4,6.6,89.5,2,22,1011,64,4,5,19,27,8,2018,250,0
0,46.5,0,85.8,0,11,1002,93,2,4,1,5,11,2018,700,0
1,42.8,12.8,81.6,0,17,1014,93,1,5,20,5,9,2018,700,0
2,41.1,22.7,88.1,2,19,1022,88,1,3,10,10,8,2019,250,0
4,48,41.5,67.2,2,7,1014,81,2,2,7,3,4,2019,700,0
3,42.1,31.2,90.3,1,12,1007,71,3,3,17,29,10,2018,700,0
3,36.8,45.1,91.5,2,20,1017,68,5,5,12,7,8,2018,250,0
2,38,16.1,70,2,12,1025,66,2,1,13,21,1,2019,700,0
0,41.4,0,89.1,0,14,1024,71,2,1,0,27,2,2019,250,0
3,41.5,39.9,73.2,2,24,1018,64,5,6,16,1,7,2019,900,0
2,36.9,37.5,90.7,2,22,1016,68,5,5,15,26,7,2018,250,0
3,45.5,38,80.6,0,19,1016,88,2,6,22,8,7,2019,250,0
4,41.1,66,72.3,2,21,1018,68,2,6,17,27,6,2019,250,0
1,43.8,12.6,80.9,2,27,1013,45,4,1,14,2,9,2018,700,0
3,33.4,148.9,82.1,2,14,1032,76,3,3,16,8,12,2018,700,0
0,39.2,1.1,68.1,0,15,1014,77,3,6,21,4,6,2019,250,0
0,37,0,95.4,0,10,1026,100,0,6,22,2,3,2019,250,0
0,40.1,0,84.7,0,17,1016,93,4,3,0,8,8,2018,250,0
1,46.2,13.8,80.5,0,15,1017,100,1,6,3,19,9,2019,250,0
0,42.1,0,74.9,0,10,1025,81,2,3,22,27,1,2019,700,0
0,41.6,0,75.8,0,12,1014,93,1,2,1,19,4,2019,250,0
1,41.6,7.7,88.8,2,26,1016,29,4,1,8,20,8,2018,250,0
0,39.3,0,70.4,0,11,1019,87,6,5,23,28,11,2018,250,0
4,39.6,91.7,68.1,2,19,1015,88,1,6,10,15,5,2019,700,0
1,41.3,7.5,81.9,0,15,1023,100,0,1,23,22,9,2018,250,0
2,42.3,19.8,82.7,2,18,1024,42,8,1,10,23,10,2018,250,0
0,38.8,0,82.4,0,15,1021,100,0,5,3,22,9,2018,250,0
0,40.8,7.7,84.9,2,23,1017,43,6,1,9,18,8,2018,250,0
0,42.1,4.5,88.7,0,18,1024,93,1,1,0,28,9,2018,250,0
2,45.5,12.3,73.7,0,18,1017,100,0,3,21,27,8,2019,250,0
2,34,31.2,85.2,0,19,1021,88,4,1,20,21,9,2018,700,0
0,44.7,0,85.7,0,16,1013,93,2,1,5,7,9,2018,250,0
0,43.9,0,85.1,0,15,1014,87,4,1,1,19,10,2018,250,0
0,39.1,0,48.1,0,16,1013,93,0,6,3,24,6,2019,250,0
0,43.8,0,86.3,0,17,1013,93,0,1,5,2,8,2018,250,0
1,43,16.2,87.9,2,19,1018,63,5,1,12,14,11,2018,250,0
1,38,14.4,86.9,2,24,1018,78,3,6,11,20,7,2019,700,0
0,43.5,0,86.5,0,12,1014,76,7,1,3,27,10,2018,250,0
3,39.1,40.8,76.6,2,19,1018,82,7,6,17,29,4,2019,250,0
1,42.8,3.8,70.5,0,17,1016,93,3,6,21,24,6,2019,250,0
1,41.6,5.3,74.7,0,14,1020,82,3,6,23,6,5,2019,250,0
0,40.5,0,88.3,0,14,1018,100,0,5,23,16,9,2018,250,0
0,44.5,1.6,84.9,0,17,1020,77,4,1,20,29,8,2018,250,0
2,36.1,15.8,78.6,2,11,1022,62,4,5,13,17,1,2019,250,0
0,45.1,2,86.6,0,11,1020,87,0,1,2,25,10,2018,250,0
1,37.6,14.5,84.5,2,15,1024,82,3,3,14,30,11,2018,250,0
2,42.9,29,85.6,2,22,1016,53,5,1,15,25,8,2018,250,0
1,37.4,12.2,85.5,2,21,1016,82,4,4,12,5,9,2018,250,0
0,41.6,0,75.4,2,10,1012,76,1,2,8,31,3,2019,700,0
2,40.8,42.8,86.1,0,14,1020,87,4,4,18,1,11,2018,900,0
0,42.9,1.1,90.6,0,12,1005,62,4,1,2,10,10,2018,250,0
0,42.4,0,83.3,0,13,1021,100,2,5,6,22,9,2018,250,0
1,42.5,6.2,79.7,0,19,1014,88,2,3,22,24,7,2019,700,0
4,41.5,57.4,77.3,2,16,1012,100,5,4,7,3,7,2019,250,0
2,39.4,40.6,89.5,2,19,1021,68,6,5,13,9,8,2018,250,0
0,47.8,0,89.5,0,9,1020,87,3,1,6,7,10,2018,250,0
0,41.6,0,76.1,0,14,1019,87,2,6,2,6,5,2019,250,0
0,38.2,0,74.3,0,9,1013,100,3,4,5,23,11,2018,250,0
0,44.4,1,82.6,0,10,1014,81,5,5,3,8,11,2018,700,0
0,47.4,0,73,0,8,1023,100,3,4,2,5,12,2018,250,0
4,44,98.6,69.9,2,17,1021,77,1,4,9,23,5,2019,300,0
0,41.4,0,86.4,0,5,1030,80,0,1,21,3,2,2019,250,0
0,38.4,2.4,74.8,0,12,1003,93,2,4,23,20,11,2018,700,0
1,38.8,7.7,78.9,0,14,1014,87,2,2,21,18,4,2019,250,0
0,43.4,0,89,0,10,1016,76,1,1,5,5,10,2018,250,0
1,36.9,9.6,78.1,0,13,1014,72,5,1,0,15,11,2018,250,0
1,40.9,3.7,86,0,9,1024,87,1,1,22,21,1,2019,700,0
3,41.1,48.9,93.9,2,5,1030,75,2,1,10,5,2,2019,250,0
1,40.8,11.1,83.1,2,26,1021,35,6,1,13,2,10,2018,900,0
2,34.9,31,105.8,0,14,1027,54,3,1,21,22,2,2019,700,0
2,47.4,18.9,74.4,2,13,1024,93,5,4,12,28,1,2019,700,0
1,39.7,2.6,69.6,0,7,1020,87,1,1,1,26,1,2019,250,0
3,43.8,32.3,86.3,2,20,1016,72,4,1,19,27,7,2018,250,0
1,37.3,4,87.8,2,19,1018,72,3,6,7,30,7,2018,250,0
2,34.2,44.7,74.5,2,18,1018,82,4,4,14,10,5,2019,250,0
0,43.8,0,87.1,0,9,1020,76,5,1,5,14,11,2018,250,0
0,37.7,1,74.4,0,8,1019,93,1,4,22,18,1,2019,250,0
1,40.8,17.3,82.4,2,29,1017,28,6,1,11,19,8,2018,250,0
2,35.6,31.4,80.2,1,18,1016,68,3,6,19,19,4,2019,250,0
2,37.4,46.7,91.6,2,18,1010,82,4,5,11,11,10,2018,250,0
4,39.3,141.3,77.9,2,14,1012,93,4,4,9,8,5,2019,700,0
4,50.1,121,72.4,2,11,1017,100,1,6,7,17,6,2019,250,0
0,47.8,0,71.7,1,7,1015,93,5,4,8,19,1,2019,700,0
3,34.2,57.7,95.1,2,29,1018,26,3,1,15,25,9,2018,250,0
3,33.4,51.5,82.1,2,17,1020,67,4,6,14,6,5,2019,250,0
1,38.3,5.4,86.2,2,18,1015,64,4,1,9,13,10,2018,250,0
3,39.1,49.6,73,2,18,1013,67,5,6,16,13,6,2019,250,0
2,37.3,37.7,92.7,2,19,1022,83,2,1,11,28,9,2018,250,0
2,35.2,11.7,80.6,0,12,1020,82,4,3,19,10,4,2019,250,0
0,41.9,0,76,0,12,1030,93,1,4,3,7,12,2018,250,0
2,38.1,26,87.4,2,15,1018,72,2,5,16,12,11,2018,250,0
2,32.4,33.7,80.6,2,14,1031,87,3,6,14,7,12,2018,250,0
1,40.4,7.7,84.6,0,19,1017,82,2,1,20,24,8,2018,250,0
4,44.5,74,79.4,0,11,1009,76,4,5,18,21,11,2018,700,0
2,40.3,18.9,88.4,0,18,1017,93,3,3,21,8,9,2018,250,0
3,39.7,45.9,85.4,2,20,1022,60,5,1,11,10,8,2018,250,0
0,46.1,3.4,86.8,0,15,1020,100,4,6,3,11,8,2019,250,0
3,34.1,70.7,101.2,2,18,1023,63,3,1,16,21,2,2019,700,0
2,36.8,37.5,84.5,2,18,1013,82,3,3,14,23,6,2019,700,0
3,42,45.6,84.8,2,10,1024,81,2,5,10,27,11,2018,250,0
0,41.5,3.5,88.4,2,24,1013,50,5,1,9,2,9,2018,900,0
3,42.1,61.4,69.8,2,19,1020,77,7,6,17,23,5,2019,300,0
0,42.4,0,74.8,0,13,1013,72,4,1,2,15,11,2018,250,0
0,45.4,6.2,97.9,0,14,1028,67,2,1,22,22,2,2019,250,0
0,43.3,0,72,0,15,1012,100,4,6,21,10,11,2018,250,0
0,39.4,0,70.7,0,18,1000,63,3,1,6,18,11,2018,250,0
3,40.3,52.3,90.3,2,22,1015,77,3,6,16,7,7,2019,250,0
1,39.6,11.4,89.1,2,13,1010,47,9,5,13,28,10,2018,250,0
2,39.4,19.8,90.4,2,25,1014,51,4,1,16,1,8,2018,900,0
0,35.2,2.8,71.7,0,14,1015,93,3,6,21,8,5,2019,250,0
3,43,77.9,72.3,2,16,1017,67,8,6,16,17,5,2019,250,0
3,40.3,69.7,88.4,2,27,1014,65,2,1,10,2,8,2018,900,0
3,40.4,31.8,87.4,2,26,1019,42,3,5,16,11,9,2018,250,0
1,40.3,11.3,64.7,2,18,1016,77,2,6,13,17,6,2019,250,0
1,48.1,7.1,78.8,0,17,1014,93,1,6,2,26,8,2019,250,0
1,40.6,11,86.7,2,18,1021,77,2,1,9,11,8,2018,250,0
1,41.1,11.9,80,2,15,1017,67,1,5,13,12,11,2018,250,0
0,42.8,3.3,84.5,0,17,1022,100,0,5,1,22,9,2018,250,0
1,36.4,20.3,97.6,2,26,1018,88,3,6,12,22,7,2019,700,0
2,35.5,21.4,75.1,2,13,1016,76,2,3,10,18,5,2019,250,0
0,41.1,0,89.6,0,4,1030,87,1,1,4,12,2,2019,250,0
2,35.4,31.1,79.1,2,28,1020,19,6,1,12,25,9,2018,250,0
0,47.1,0,72.6,0,11,1017,87,0,2,1,2,4,2019,250,0
0,47.7,0,71.6,0,2,1021,86,0,1,6,18,1,2019,250,0
2,40.7,28.4,87.4,2,20,1022,72,2,6,12,28,9,2019,250,0
2,42.5,60.3,84.7,2,24,998,59,2,1,15,7,8,2018,700,0
3,40.2,48.1,72.7,0,14,1023,82,1,5,17,30,11,2018,250,0
0,42,0,76,0,6,1023,100,0,4,1,29,1,2019,250,0
0,44.5,1.9,82.6,0,18,1018,100,2,4,23,12,8,2018,250,0
1,39.7,9.6,72.9,2,20,1017,77,2,4,13,26,6,2019,250,0
2,37.1,20.7,99.1,2,17,1023,55,3,1,12,21,2,2019,700,0
3,39.5,42.1,83.3,2,12,1019,76,7,3,17,22,1,2019,700,0
1,37.5,5.8,66.6,0,12,1014,81,1,2,1,31,3,2019,250,0
2,40.4,17.6,87.4,2,16,1017,59,0,1,10,5,10,2018,250,0
0,38.8,5.4,77.7,2,15,1024,87,6,4,11,2,12,2018,900,0
0,44.3,2,87.8,0,15,1019,93,3,1,5,9,8,2018,250,0
3,40.3,40.5,71.5,2,14,986,82,0,4,15,19,11,2018,250,0
3,39,54.5,73.5,2,18,1014,68,5,6,17,4,6,2019,250,0
3,38.3,134.1,84.9,2,21,1014,82,3,6,15,25,8,2019,250,0
1,41.5,13.4,74.8,0,7,1033,100,1,1,0,9,12,2018,250,0
3,40.4,83,84.2,2,18,1021,88,2,3,18,25,9,2019,250,0
3,40.8,99.4,82.4,1,23,1024,73,3,1,18,27,9,2018,250,0
2,42.7,23.7,83.8,2,17,1012,88,7,4,13,10,11,2018,250,0
1,41.5,7.2,82.4,2,22,1017,73,2,5,10,28,7,2018,250,0
0,43.1,0,77.2,0,22,1023,83,2,1,21,26,9,2018,250,0
2,36.8,35.6,91.7,2,26,1015,30,2,1,10,21,8,2018,700,0
4,42.8,60,85.7,2,16,1011,52,6,1,9,9,10,2018,250,0
4,46.1,63.9,88.5,0,13,1030,87,1,5,19,27,2,2019,250,0
2,35.5,14.6,81,2,21,1013,56,3,6,12,21,4,2019,700,0
0,41.8,0,76,0,12,1011,77,4,1,3,17,11,2018,250,0
2,39.3,23.5,91.4,2,12,1021,71,3,5,12,20,1,2019,700,0
3,37.5,102.2,94.5,0,13,1029,71,1,1,20,23,2,2019,700,0
1,38.9,11.5,90.7,0,18,1020,93,2,1,20,12,9,2018,250,0
0,45,0,67.3,0,8,1020,100,0,1,23,25,1,2019,250,0
3,42,65.9,87.4,2,23,1018,53,2,1,15,4,10,2018,250,0
0,39,0,76,0,16,1018,93,2,3,22,20,6,2019,700,0
0,37.2,0,86.3,2,13,1017,100,0,5,8,25,8,2018,250,0
1,40.4,12,87.4,0,18,1015,77,0,1,22,31,8,2018,250,0
2,34.8,25.7,83.1,2,13,1003,93,1,4,11,19,11,2018,250,0
