AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,LUMINOSITY_ORDINAL,ORDINAL_CLOUDINESS,ORDINAL_SPEED_DIFF,Day,month,Year,Hour
38.2,3.2,64.1,15.0,1018.0,93.0,1.0,1,4.0,2,20,6,2019,23
45.3,13.9,81.3,14.0,1015.0,100.0,1.0,1,6.0,2,25,8,2019,5
37.7,1.5,66.0,9.0,1020.0,100.0,1.0,1,4.0,1,10,6,2019,5
36.8,69.3,89.8,23.0,1022.0,68.0,3.0,3,4.0,4,13,8,2019,12
42.3,113.7,74.8,10.0,1014.0,93.0,4.0,3,4.0,5,23,11,2018,9
43.2,21.6,76.7,19.0,1016.0,88.0,1.0,3,4.0,3,25,8,2019,10
40.4,4.5,87.4,21.0,1014.0,83.0,0.0,1,1.0,2,21,8,2018,21
43.7,0.0,88.3,20.0,1018.0,72.0,3.0,3,4.0,1,30,7,2018,6
44.8,101.5,77.2,17.0,1018.0,100.0,7.0,2,1.0,5,24,9,2019,7
40.8,4.4,82.4,17.0,1019.0,93.0,2.0,1,1.0,1,21,10,2018,20
41.9,37.4,87.0,18.0,1016.0,93.0,2.0,3,1.0,3,22,8,2018,11
42.7,20.7,81.7,17.0,1022.0,100.0,0.0,1,1.0,2,21,9,2018,23
43.8,0.8,80.9,17.0,1017.0,68.0,1.0,1,1.0,1,21,10,2018,5
48.1,5.5,75.5,3.0,1026.0,100.0,1.0,1,5.0,3,6,2,2019,7
37.8,2.8,65.8,11.0,1029.0,87.0,3.0,3,4.0,2,27,4,2019,8
36.8,6.8,76.4,19.0,1016.0,100.0,1.0,1,4.0,2,14,7,2019,22
35.0,39.5,79.1,17.0,1016.0,67.0,7.0,3,2.0,4,2,4,2019,16
40.8,42.1,91.7,13.0,1028.0,71.0,2.0,1,1.0,4,5,2,2019,18
44.4,2.4,74.2,11.0,1018.0,100.0,7.0,1,6.0,1,30,4,2019,4
44.9,0.0,84.0,15.0,1018.0,93.0,0.0,1,6.0,1,4,9,2019,6
36.4,25.0,96.7,28.0,1017.0,83.0,2.0,3,6.0,3,22,7,2019,13
41.8,7.8,65.8,16.0,1018.0,28.0,5.0,2,6.0,3,13,5,2019,6
42.8,0.0,71.5,13.0,1014.0,87.0,3.0,1,6.0,1,16,5,2019,4
44.4,0.0,87.0,11.0,1019.0,81.0,5.0,1,3.0,1,4,3,2019,21
41.5,4.5,85.4,12.0,1020.0,100.0,1.0,1,6.0,1,29,9,2019,3
40.2,0.0,68.0,13.0,1015.0,100.0,2.0,1,6.0,1,22,6,2019,5
40.8,1.0,86.0,12.0,1014.0,87.0,5.0,2,4.0,1,4,11,2018,7
34.6,9.6,75.5,21.0,1018.0,40.0,2.0,1,4.0,2,6,9,2019,23
35.9,8.1,78.4,18.0,1015.0,93.0,4.0,1,4.0,2,18,7,2019,21
39.8,35.5,79.2,13.0,1021.0,93.0,2.0,3,4.0,3,4,12,2018,15
42.4,0.0,83.3,17.0,1013.0,100.0,5.0,1,4.0,1,3,7,2019,1
37.9,15.8,88.8,16.0,1015.0,77.0,0.0,3,3.0,2,26,10,2018,11
45.5,0.0,86.2,19.0,1025.0,48.0,4.0,1,1.0,1,24,10,2018,3
37.5,16.0,81.4,21.0,1021.0,56.0,3.0,3,3.0,3,26,5,2019,11
36.8,65.0,91.5,21.0,1015.0,77.0,3.0,3,3.0,4,8,8,2018,17
43.3,78.8,85.7,11.0,1018.0,62.0,1.0,3,1.0,5,4,10,2018,7
41.8,27.3,88.0,27.0,1019.0,42.0,5.0,3,3.0,3,5,9,2019,12
31.9,30.4,96.4,10.0,1018.0,93.0,3.0,3,3.0,3,18,2,2019,11
44.2,3.3,80.3,19.0,1018.0,49.0,5.0,1,4.0,1,6,9,2019,3
46.7,18.4,89.5,19.0,1014.0,100.0,2.0,1,4.0,2,18,8,2019,3
35.3,28.5,87.7,15.0,1011.0,67.0,0.0,2,2.0,3,16,4,2019,19
38.6,62.7,85.4,25.0,1022.0,44.0,8.0,3,1.0,3,11,9,2019,16
45.1,39.7,84.5,15.0,1013.0,87.0,6.0,1,1.0,4,17,10,2018,18
37.6,8.5,81.8,10.0,1024.0,87.0,3.0,1,1.0,2,21,1,2019,20
38.9,15.5,88.4,19.0,1015.0,68.0,1.0,1,1.0,2,31,8,2018,21
41.9,0.0,74.3,13.0,1014.0,87.0,1.0,1,2.0,1,5,5,2019,2
38.7,0.0,65.7,8.0,1020.0,100.0,0.0,1,2.0,1,12,4,2019,2
41.7,0.6,79.1,18.0,1017.0,100.0,0.0,1,3.0,1,5,7,2019,1
39.6,51.0,88.3,17.0,1022.0,100.0,1.0,3,3.0,4,28,9,2018,10
35.3,2.0,71.9,11.0,1015.0,93.0,5.0,1,6.0,1,5,6,2019,5
43.1,7.7,86.9,16.0,1021.0,93.0,1.0,1,6.0,1,11,8,2019,1
40.6,13.6,87.6,24.0,1014.0,61.0,2.0,1,1.0,2,2,8,2018,21
42.0,0.0,75.1,12.0,1018.0,100.0,2.0,1,4.0,1,29,4,2019,4
47.4,0.0,75.4,19.0,1024.0,72.0,2.0,1,4.0,1,12,9,2019,1
42.1,1.0,72.2,10.0,1001.0,62.0,4.0,1,4.0,1,23,4,2019,22
41.7,110.1,75.2,11.0,1021.0,87.0,2.0,3,2.0,5,12,4,2019,8
41.7,2.8,87.0,16.0,1016.0,100.0,1.0,1,6.0,1,7,7,2019,3
34.1,73.9,87.5,23.0,1017.0,94.0,4.0,3,4.0,4,23,7,2019,15
39.5,0.0,78.6,16.0,1017.0,93.0,2.0,1,3.0,1,20,6,2019,21
42.1,0.0,73.9,11.0,1019.0,100.0,7.0,1,6.0,1,30,4,2019,2
41.5,0.0,76.1,11.0,1016.0,87.0,0.0,1,2.0,1,2,4,2019,2
41.4,131.2,77.1,18.0,1013.0,100.0,1.0,3,4.0,5,8,7,2019,8
37.2,31.6,91.0,21.0,1017.0,83.0,5.0,3,3.0,3,26,7,2018,11
38.2,2.8,83.9,20.0,1015.0,77.0,2.0,3,1.0,1,15,8,2018,10
44.0,0.0,88.7,22.0,1014.0,78.0,1.0,1,1.0,1,3,8,2018,1
40.5,18.5,69.8,26.0,1017.0,44.0,4.0,3,6.0,3,1,6,2019,19
42.0,0.0,87.8,17.0,1018.0,93.0,4.0,1,6.0,1,28,8,2018,20
35.8,29.4,91.7,30.0,1014.0,69.0,3.0,3,6.0,3,11,7,2019,13
40.7,65.6,84.5,25.0,1014.0,77.0,3.0,3,6.0,4,2,7,2019,16
42.3,0.0,76.0,7.0,1031.0,100.0,0.0,1,6.0,1,8,12,2018,7
45.2,10.8,84.4,15.0,1013.0,100.0,10.0,1,6.0,3,9,11,2018,22
38.1,12.9,74.5,11.0,1002.0,81.0,4.0,1,6.0,2,24,4,2019,20
37.4,19.0,88.4,14.0,1021.0,71.0,4.0,3,3.0,2,26,11,2018,12
37.9,3.6,73.7,15.0,1013.0,72.0,3.0,1,4.0,1,17,6,2019,22
46.5,106.6,71.4,16.0,1013.0,93.0,0.0,2,4.0,5,20,9,2019,7
34.8,26.8,87.1,23.0,1015.0,83.0,5.0,3,3.0,3,13,7,2019,16
38.2,41.8,85.3,17.0,1022.0,88.0,1.0,3,4.0,3,25,9,2019,10
43.0,40.6,88.8,17.0,1015.0,82.0,2.0,2,1.0,3,5,10,2018,18
38.8,3.2,57.5,18.0,1021.0,49.0,2.0,1,3.0,2,30,5,2019,3
42.1,0.0,75.1,2.0,1022.0,93.0,0.0,1,3.0,1,18,1,2019,5
40.9,14.8,74.0,14.0,1024.0,100.0,6.0,3,5.0,3,3,12,2018,11
34.2,35.9,92.5,12.0,1005.0,87.0,1.0,2,5.0,3,31,10,2018,17
40.0,7.7,87.9,25.0,1018.0,50.0,4.0,3,1.0,2,21,10,2018,13
42.6,11.2,76.7,17.0,1013.0,93.0,1.0,1,3.0,2,26,8,2019,6
45.6,12.4,84.1,12.0,1021.0,100.0,1.0,2,3.0,2,13,8,2019,6
44.7,1.3,81.8,17.0,1012.0,93.0,2.0,1,3.0,1,28,8,2018,0
48.3,0.0,78.6,12.0,1020.0,100.0,1.0,1,3.0,1,26,9,2019,4
35.1,29.5,71.9,20.0,1021.0,60.0,2.0,3,1.0,3,26,5,2019,10
47.9,0.0,82.0,16.0,1017.0,100.0,1.0,1,1.0,1,26,7,2019,2
42.6,40.2,66.4,28.0,1019.0,30.0,7.0,3,1.0,4,30,5,2019,19
45.2,12.4,72.3,26.0,1021.0,28.0,3.0,3,1.0,2,29,5,2019,13
43.2,2.0,69.7,16.0,1020.0,51.0,4.0,1,1.0,1,29,5,2019,2
40.9,27.5,87.3,17.0,1013.0,93.0,2.0,1,1.0,2,7,9,2018,4
37.3,3.4,89.0,12.0,1027.0,62.0,2.0,1,1.0,1,25,2,2019,23
45.3,0.7,87.0,14.0,1015.0,100.0,1.0,1,3.0,1,8,8,2018,5
37.6,31.6,70.3,8.0,1023.0,66.0,3.0,3,4.0,4,11,12,2018,10
41.3,0.0,89.4,13.0,1019.0,100.0,8.0,2,4.0,1,10,2,2019,8
43.9,5.1,84.6,15.0,1018.0,100.0,3.0,1,4.0,2,29,9,2018,1
39.9,0.0,77.7,10.0,1019.0,87.0,3.0,3,2.0,1,13,4,2019,6
40.4,10.9,80.2,24.0,1019.0,77.0,4.0,3,6.0,3,21,7,2019,12
45.9,15.5,85.1,27.0,1017.0,42.0,3.0,3,6.0,3,8,9,2019,13
43.2,77.5,70.7,21.0,1017.0,72.0,3.0,3,6.0,5,3,6,2019,17
40.1,0.0,66.7,15.0,1016.0,93.0,3.0,3,4.0,1,20,6,2019,8
37.0,21.5,90.6,21.0,1017.0,64.0,1.0,3,1.0,3,31,8,2018,10
42.5,16.4,86.9,14.0,1022.0,100.0,1.0,3,3.0,3,10,9,2018,7
40.4,8.3,88.3,17.0,1018.0,100.0,1.0,1,3.0,2,22,8,2018,23
41.8,0.0,75.1,7.0,1024.0,100.0,4.0,1,3.0,1,1,12,2018,3
51.2,5.0,75.1,19.0,1015.0,100.0,2.0,1,6.0,3,10,7,2019,1
47.5,95.7,73.1,13.0,1014.0,100.0,1.0,2,6.0,5,26,10,2018,7
36.3,25.9,88.5,17.0,1022.0,100.0,1.0,3,6.0,3,28,9,2019,11
35.6,2.3,85.3,18.0,1014.0,88.0,4.0,1,4.0,2,17,7,2019,0
44.6,0.7,68.4,15.0,1024.0,87.0,6.0,1,4.0,1,2,12,2018,23
36.3,25.3,70.1,24.0,1019.0,73.0,3.0,3,6.0,3,1,7,2019,14
41.1,0.0,71.3,11.0,1022.0,100.0,1.0,1,6.0,1,28,4,2019,5
40.0,78.7,80.1,26.0,1017.0,60.0,6.0,3,6.0,4,20,8,2019,18
39.4,61.8,85.1,23.0,1018.0,83.0,2.0,3,6.0,3,16,9,2019,14
41.4,24.8,90.7,16.0,1018.0,93.0,0.0,1,1.0,3,28,7,2018,23
40.5,32.8,88.3,28.0,1020.0,14.0,4.0,3,1.0,3,2,10,2018,15
44.5,0.0,85.0,16.0,1012.0,100.0,1.0,1,5.0,1,4,9,2018,5
33.5,50.1,76.7,17.0,1018.0,63.0,3.0,3,6.0,4,5,6,2019,15
44.7,34.1,85.7,26.0,1015.0,39.0,4.0,3,1.0,4,31,8,2018,18
46.1,12.9,85.8,15.0,1018.0,100.0,2.0,1,3.0,2,20,8,2019,1
42.2,11.8,89.3,18.0,1019.0,100.0,4.0,1,3.0,2,16,8,2019,23
44.1,6.3,72.3,17.0,1016.0,100.0,3.0,1,3.0,2,17,9,2019,22
45.1,0.0,88.8,18.0,1013.0,68.0,3.0,3,3.0,1,8,9,2018,7
44.6,2.1,75.8,13.0,1014.0,76.0,3.0,1,5.0,1,27,10,2018,1
37.3,43.3,90.3,20.0,1012.0,82.0,3.0,3,5.0,4,4,9,2018,17
44.5,65.8,81.3,17.0,1016.0,100.0,0.0,2,1.0,5,18,9,2018,7
34.9,19.1,81.6,18.0,1021.0,63.0,5.0,3,1.0,3,8,6,2019,13
41.3,0.0,86.6,10.0,1028.0,58.0,5.0,1,1.0,1,25,2,2019,4
41.9,37.9,86.6,20.0,1020.0,73.0,2.0,3,1.0,4,13,9,2018,14
48.6,18.7,80.7,18.0,1014.0,100.0,3.0,1,4.0,2,18,8,2019,5
33.7,5.5,93.3,13.0,1021.0,76.0,3.0,3,1.0,1,17,2,2019,10
37.4,0.0,94.4,10.0,1017.0,93.0,0.0,1,1.0,1,5,10,2018,2
45.8,1.5,90.2,17.0,1013.0,93.0,3.0,1,4.0,1,28,8,2018,6
39.6,6.0,88.2,17.0,1013.0,88.0,3.0,1,4.0,1,4,7,2019,1
34.9,78.7,91.2,23.0,1016.0,69.0,4.0,3,5.0,4,15,8,2018,16
41.1,9.3,83.3,22.0,1019.0,69.0,5.0,3,3.0,2,31,7,2018,13
39.6,39.6,88.3,20.0,1011.0,45.0,6.0,3,1.0,3,9,10,2018,10
42.4,0.0,86.6,14.0,1020.0,100.0,1.0,1,4.0,1,13,9,2018,4
33.1,39.6,92.3,20.0,1017.0,88.0,4.0,3,4.0,3,5,7,2019,11
37.8,11.4,68.6,19.0,1016.0,82.0,4.0,2,2.0,2,25,6,2019,20
41.4,0.0,76.3,15.0,1018.0,59.0,2.0,2,2.0,1,20,4,2019,6
41.3,0.0,87.0,6.0,1030.0,75.0,1.0,1,1.0,1,3,2,2019,20
36.6,17.6,70.6,14.0,999.0,67.0,6.0,3,6.0,2,24,4,2019,12
46.4,5.5,74.1,16.0,1019.0,100.0,3.0,3,3.0,3,29,8,2019,8
35.1,13.3,83.9,19.0,1011.0,77.0,11.0,3,3.0,2,18,6,2019,12
44.2,0.0,88.1,6.0,1030.0,100.0,0.0,1,3.0,1,28,2,2019,5
46.1,43.2,85.7,23.0,1019.0,41.0,4.0,3,1.0,4,1,10,2018,17
37.0,61.7,78.1,19.0,1020.0,63.0,3.0,3,1.0,4,9,6,2019,17
44.5,0.0,85.0,16.0,1022.0,93.0,0.0,1,1.0,1,24,9,2018,0
50.4,0.0,74.2,18.0,1018.0,63.0,4.0,1,5.0,1,5,9,2019,4
42.3,5.5,80.6,16.0,1019.0,93.0,2.0,1,5.0,2,28,9,2018,21
36.1,1.7,71.1,8.0,1015.0,100.0,1.0,3,4.0,1,19,5,2019,7
45.5,71.1,84.0,15.0,1013.0,87.0,1.0,1,4.0,5,26,10,2018,18
33.4,39.7,72.6,14.0,1010.0,77.0,9.0,3,4.0,4,6,6,2019,10
41.1,1.6,70.5,14.0,1014.0,82.0,1.0,1,6.0,1,5,5,2019,0
36.1,129.1,80.2,13.0,1022.0,72.0,1.0,3,6.0,4,11,4,2019,10
34.8,23.4,75.1,14.0,1023.0,82.0,2.0,3,5.0,3,30,11,2018,15
38.0,1.9,85.0,13.0,1029.0,76.0,0.0,1,1.0,1,24,2,2019,21
37.4,2.7,66.3,9.0,1022.0,93.0,1.0,1,6.0,1,8,6,2019,5
44.0,7.8,64.1,13.0,1014.0,87.0,5.0,3,6.0,3,16,5,2019,6
45.5,10.3,81.9,25.0,1020.0,34.0,4.0,1,1.0,2,13,9,2019,22
47.7,1.0,83.4,11.0,1001.0,87.0,3.0,1,1.0,2,5,11,2018,2
49.7,0.0,75.0,14.0,1023.0,100.0,0.0,1,1.0,1,23,9,2018,1
38.4,3.8,65.0,15.0,1017.0,72.0,2.0,2,6.0,2,5,6,2019,20
44.5,0.7,85.0,16.0,1021.0,93.0,1.0,1,6.0,1,21,9,2018,6
45.9,86.4,71.9,11.0,1011.0,87.0,6.0,3,3.0,5,22,11,2018,8
41.9,0.0,76.0,7.0,1024.0,93.0,3.0,1,3.0,1,1,12,2018,7
44.6,9.5,74.4,17.0,1014.0,82.0,5.0,1,1.0,1,11,10,2018,21
43.7,63.0,84.3,3.0,1026.0,100.0,1.0,3,4.0,5,6,2,2019,9
38.8,5.6,67.7,16.0,1016.0,100.0,0.0,3,4.0,3,27,6,2019,6
34.9,2.3,84.2,8.0,1026.0,93.0,3.0,1,4.0,1,7,2,2019,1
37.5,14.8,75.9,20.0,1015.0,93.0,3.0,3,4.0,3,8,7,2019,12
39.8,27.3,81.1,22.0,1016.0,68.0,6.0,3,6.0,3,27,5,2019,14
42.5,0.0,87.4,14.0,1017.0,100.0,1.0,1,1.0,1,29,9,2018,5
43.3,0.0,87.9,17.0,1019.0,52.0,1.0,1,1.0,1,26,9,2018,5
43.8,0.0,87.2,12.0,1010.0,93.0,1.0,1,4.0,1,7,11,2018,5
48.1,7.6,74.2,17.0,1013.0,100.0,1.0,1,6.0,2,26,8,2019,3
49.9,57.7,68.7,12.0,1018.0,100.0,1.0,3,6.0,5,29,4,2019,7
44.6,3.2,71.6,12.0,1021.0,100.0,1.0,1,6.0,2,27,9,2019,3
42.4,100.9,77.7,22.0,1013.0,73.0,4.0,3,3.0,4,20,9,2019,16
40.9,15.1,87.8,29.0,1017.0,27.0,3.0,3,1.0,2,18,8,2018,14
34.3,23.2,81.7,17.0,1010.0,72.0,5.0,3,1.0,3,17,11,2018,11
42.9,72.6,80.8,21.0,1018.0,36.0,6.0,3,3.0,5,3,9,2019,8
41.0,87.7,77.6,28.0,1017.0,57.0,4.0,3,3.0,4,21,8,2019,17
34.4,34.0,80.0,16.0,1020.0,67.0,3.0,3,3.0,3,7,6,2019,12
43.8,7.5,71.3,21.0,1023.0,60.0,2.0,1,1.0,3,12,9,2019,21
41.1,39.4,77.1,15.0,1030.0,87.0,2.0,3,1.0,3,9,12,2018,15
48.8,24.8,70.2,18.0,1018.0,93.0,5.0,1,6.0,4,28,8,2019,20
34.0,14.5,101.9,10.0,1029.0,81.0,1.0,1,1.0,2,23,2,2019,23
40.3,21.8,78.4,21.0,1021.0,77.0,8.0,3,3.0,3,23,9,2019,13
37.6,32.2,87.0,13.0,1025.0,82.0,2.0,3,4.0,3,7,2,2019,16
48.5,0.0,75.2,14.0,1021.0,100.0,0.0,1,1.0,1,11,8,2018,0
42.1,0.0,75.6,12.0,1017.0,76.0,8.0,1,4.0,1,23,1,2019,6
37.5,5.9,88.8,31.0,1016.0,52.0,2.0,3,1.0,1,5,8,2018,12
40.4,5.0,67.5,14.0,1019.0,100.0,6.0,1,4.0,2,13,4,2019,19
33.3,14.9,76.3,14.0,1001.0,82.0,2.0,3,4.0,2,20,11,2018,14
43.9,17.5,78.2,15.0,1019.0,93.0,2.0,3,3.0,3,20,8,2019,8
47.9,72.9,68.7,13.0,1030.0,93.0,0.0,3,3.0,5,6,12,2018,8
40.9,30.3,87.3,20.0,1019.0,82.0,2.0,3,5.0,3,23,8,2018,13
40.0,41.5,88.8,24.0,1019.0,64.0,1.0,3,1.0,4,15,9,2018,11
41.9,0.0,74.0,15.0,1013.0,93.0,3.0,1,4.0,1,15,4,2019,0
38.8,69.0,87.1,20.0,1021.0,63.0,7.0,3,1.0,3,10,9,2019,16
42.4,16.7,88.3,11.0,1019.0,100.0,1.0,3,1.0,4,30,8,2018,7
43.5,2.9,86.5,15.0,1020.0,100.0,0.0,1,2.0,1,19,9,2018,0
37.6,113.3,77.9,10.0,1014.0,71.0,5.0,3,2.0,5,3,4,2019,9
47.6,1.9,80.3,9.0,1015.0,81.0,3.0,1,5.0,1,8,11,2018,1
40.0,48.0,88.8,24.0,1018.0,47.0,4.0,3,1.0,3,17,8,2018,12
32.9,25.2,95.3,20.0,1021.0,73.0,7.0,3,6.0,3,23,9,2019,12
45.5,84.7,85.3,4.0,1021.0,87.0,2.0,3,1.0,5,19,2,2019,10
46.6,9.1,72.1,16.0,1017.0,93.0,3.0,1,1.0,2,25,8,2019,0
43.8,11.4,80.6,12.0,1016.0,76.0,4.0,1,1.0,3,8,11,2018,20
39.6,74.3,89.1,18.0,1015.0,82.0,4.0,3,1.0,4,5,10,2018,17
37.6,21.2,87.7,6.0,1028.0,66.0,4.0,1,1.0,1,13,2,2019,4
41.2,27.2,89.4,13.0,1011.0,93.0,6.0,3,1.0,3,4,11,2018,11
33.5,26.4,85.5,17.0,1019.0,100.0,2.0,1,1.0,3,20,7,2019,23
33.8,27.2,93.6,31.0,1016.0,55.0,2.0,3,1.0,2,3,8,2018,15
43.0,97.5,87.5,22.0,1016.0,88.0,4.0,3,6.0,5,23,7,2019,18
37.3,10.2,92.9,7.0,1023.0,58.0,5.0,3,1.0,1,16,2,2019,9
40.9,13.5,86.3,13.0,1024.0,87.0,0.0,1,4.0,2,11,12,2018,20
42.7,48.1,83.8,11.0,1017.0,81.0,1.0,1,5.0,4,7,11,2018,18
45.1,1.1,65.1,11.0,1015.0,93.0,2.0,1,4.0,2,20,5,2019,0
45.1,162.7,86.6,16.0,1022.0,100.0,1.0,3,4.0,5,28,9,2018,8
40.4,61.4,65.7,20.0,1022.0,37.0,6.0,3,4.0,4,29,5,2019,10
35.0,51.4,79.2,11.0,998.0,81.0,2.0,3,4.0,4,23,4,2019,10
40.7,60.2,84.5,22.0,1019.0,68.0,2.0,3,4.0,4,29,9,2019,17
32.6,15.5,102.8,15.0,1029.0,51.0,4.0,3,1.0,2,13,2,2019,12
38.2,1.2,88.9,18.0,1021.0,93.0,2.0,1,4.0,1,21,9,2018,2
48.9,0.0,83.3,16.0,1015.0,93.0,2.0,1,1.0,1,15,8,2018,4
44.9,7.6,83.7,15.0,1017.0,93.0,1.0,1,4.0,2,19,8,2019,4
38.9,15.8,79.1,8.0,1025.0,100.0,2.0,1,4.0,3,30,11,2018,21
36.0,41.7,90.1,21.0,1014.0,100.0,5.0,3,4.0,3,19,7,2019,19
41.9,123.4,70.9,16.0,1013.0,67.0,3.0,3,4.0,5,13,6,2019,9
42.6,0.0,82.4,16.0,1016.0,100.0,2.0,1,4.0,1,5,7,2019,5
41.9,118.6,73.7,18.0,1015.0,67.0,3.0,3,6.0,4,20,5,2019,18
46.8,7.8,86.6,15.0,1020.0,100.0,4.0,1,6.0,1,11,8,2019,4
40.4,36.9,89.3,19.0,1014.0,82.0,1.0,1,1.0,4,19,10,2018,19
38.9,3.5,90.8,15.0,1019.0,100.0,1.0,3,1.0,1,24,8,2018,7
39.4,15.0,81.3,12.0,999.0,76.0,2.0,3,1.0,3,23,4,2019,13
36.1,31.1,76.9,20.0,1016.0,60.0,5.0,3,1.0,3,14,11,2018,15
45.7,1.7,76.3,17.0,1014.0,100.0,2.0,1,4.0,2,17,7,2019,4
45.5,4.8,73.1,18.0,1017.0,93.0,2.0,1,6.0,1,16,9,2019,21
38.2,34.6,91.7,25.0,1018.0,83.0,6.0,3,6.0,4,20,7,2019,15
36.6,27.9,88.2,31.0,1014.0,61.0,4.0,3,6.0,3,11,7,2019,14
41.7,1.6,88.8,18.0,1015.0,100.0,2.0,1,6.0,1,26,7,2018,4
38.0,104.9,91.2,23.0,1019.0,83.0,5.0,3,6.0,4,16,8,2019,17
35.9,18.9,92.2,24.0,1016.0,78.0,3.0,3,6.0,2,14,7,2019,13
35.5,8.7,95.8,16.0,1016.0,100.0,3.0,1,5.0,1,20,7,2019,3
44.6,0.0,75.8,15.0,1019.0,100.0,2.0,1,5.0,1,18,9,2018,21
37.3,2.4,90.8,19.0,1012.0,88.0,1.0,1,5.0,1,3,9,2018,20
40.6,48.6,78.6,30.0,1015.0,42.0,4.0,3,5.0,4,22,8,2019,18
42.3,75.7,82.7,3.0,1012.0,100.0,0.0,3,5.0,5,29,10,2018,8
40.2,6.5,63.0,13.0,1018.0,76.0,3.0,2,6.0,3,6,5,2019,6
42.4,100.0,79.0,15.0,1022.0,100.0,2.0,3,4.0,4,25,9,2019,9
41.9,23.0,77.2,20.0,1019.0,93.0,2.0,3,4.0,3,9,9,2019,13
41.9,50.2,86.6,15.0,1005.0,100.0,3.0,3,2.0,4,15,10,2018,10
37.5,23.0,79.2,13.0,1008.0,93.0,11.0,1,2.0,3,24,11,2018,17
41.6,0.0,76.0,12.0,1010.0,76.0,2.0,1,2.0,1,16,4,2019,23
43.6,0.0,78.7,14.0,1017.0,100.0,2.0,1,2.0,1,9,9,2019,2
37.8,0.6,78.9,16.0,1007.0,77.0,1.0,1,2.0,1,21,4,2019,21
40.2,47.8,75.9,12.0,1019.0,87.0,9.0,3,5.0,3,22,1,2019,15
37.4,36.3,85.5,21.0,1022.0,77.0,1.0,3,5.0,3,21,9,2018,10
42.5,160.2,74.8,14.0,1031.0,100.0,1.0,1,4.0,5,7,12,2018,19
41.8,0.0,74.3,15.0,1010.0,87.0,4.0,1,4.0,1,15,4,2019,3
43.3,1.2,85.2,15.0,1022.0,39.0,6.0,1,1.0,2,23,10,2018,6
42.0,86.7,85.4,20.0,1020.0,82.0,5.0,3,6.0,4,23,9,2019,17
55.9,6.4,67.0,9.0,1022.0,100.0,2.0,1,5.0,3,30,11,2018,7
41.6,0.0,85.5,8.0,1017.0,93.0,0.0,1,5.0,1,30,1,2019,2
46.5,98.4,75.0,16.0,1017.0,93.0,3.0,3,1.0,5,16,9,2019,7
46.1,4.5,76.5,12.0,1003.0,93.0,4.0,1,1.0,3,4,11,2018,20
43.8,72.8,86.3,20.0,1021.0,60.0,4.0,3,1.0,5,10,8,2018,17
45.4,3.4,78.1,18.0,1019.0,100.0,2.0,3,1.0,1,15,9,2019,8
42.4,0.0,81.2,17.0,1021.0,72.0,0.0,1,1.0,1,10,9,2018,22
40.3,24.4,79.7,12.0,1017.0,100.0,4.0,3,4.0,4,29,1,2019,14
33.3,40.3,89.5,23.0,1018.0,77.0,3.0,3,6.0,4,5,7,2019,14
38.7,26.3,97.1,15.0,1027.0,45.0,5.0,3,1.0,3,22,2,2019,11
38.4,3.2,86.8,13.0,1009.0,100.0,5.0,3,4.0,1,11,11,2018,15
43.0,22.3,87.3,15.0,1014.0,93.0,9.0,1,4.0,2,9,11,2018,21
35.0,24.0,75.2,12.0,1021.0,71.0,4.0,3,1.0,3,25,1,2019,12
32.8,27.8,99.4,17.0,1024.0,55.0,1.0,3,1.0,3,15,2,2019,16
48.1,1.5,64.7,11.0,1020.0,100.0,5.0,2,6.0,1,28,9,2019,7
36.1,26.4,79.3,26.0,1014.0,73.0,3.0,2,6.0,3,10,7,2019,20
36.1,10.0,78.3,19.0,1016.0,93.0,2.0,2,6.0,2,14,7,2019,20
37.8,17.6,90.4,20.0,1019.0,88.0,2.0,2,4.0,2,29,8,2019,19
40.7,89.9,85.2,13.0,1021.0,93.0,2.0,1,4.0,3,3,11,2018,18
44.0,2.7,85.8,12.0,1011.0,87.0,4.0,2,4.0,2,6,11,2018,7
35.8,1.7,61.3,18.0,1015.0,82.0,1.0,1,4.0,1,14,5,2019,1
33.3,18.1,81.6,21.0,1015.0,88.0,4.0,3,4.0,3,8,7,2019,13
37.3,3.0,93.5,8.0,1021.0,81.0,1.0,1,1.0,1,17,2,2019,2
39.6,20.7,89.1,22.0,1023.0,78.0,1.0,3,1.0,2,10,9,2018,10
44.5,103.3,85.0,20.0,1019.0,68.0,6.0,3,5.0,5,28,9,2018,17
44.9,1.8,87.8,6.0,1010.0,81.0,6.0,2,1.0,1,28,10,2018,7
43.3,5.5,85.7,13.0,1023.0,100.0,1.0,3,4.0,2,23,9,2018,8
45.1,0.0,71.1,19.0,1017.0,72.0,2.0,1,4.0,1,8,9,2019,21
41.3,66.5,71.7,29.0,1020.0,30.0,6.0,3,4.0,5,30,5,2019,17
42.4,0.0,83.4,16.0,1018.0,93.0,2.0,1,4.0,1,30,9,2019,4
37.1,30.1,90.1,20.0,1019.0,56.0,3.0,3,1.0,3,20,10,2018,11
35.1,6.4,72.5,12.0,1019.0,87.0,0.0,1,2.0,2,12,4,2019,20
48.7,0.6,77.1,19.0,1023.0,55.0,5.0,1,3.0,2,12,9,2019,2
